Année;SIRET ou NIR;Raison Sociale;Raison sociale 2;Code postal;Commune;Mandaté
2010;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;1872.64
2004;32227100000000;OGEC ECOL.IMMACULEE CONCEPT.;;49000;ANGERS;29611.96
2012;39200000000000;ASSO SOS AMITIES;;49000;ANGERS;8000.0
2010;34039200000000;ACITIF;INSERT.TRAV.IMMIG ET FAMILLE;49300;CHOLET;1150.0
2004;78612000000000;FEDERATION OEUVRES LAIQUES M L;FOL49;49100;ANGERS;1822.0
2012;49900000000000;VAINCRE LA MUCOVISCIDOSE;VIRADES DE L'ESPOIR;49000;ANGERS;300.0
2010;;CONJOINTS SURVIVANTS VEUVES ET VEUFS;CHEFS DE FAMILLE DE MAINE ET LOIRE;49100;ANGERS;750.0
2004;44347100000000;AETS DE L'ESEO;;49009;ANGERS CEDEX 01;15000.0
2012;33800000000000;AFCCC MAINE ET LOIRE;CTRES CONSULTAT.CONJUGALE;49250;ST GEORGES DU BOIS;600.0
2010;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;1350.72
2004;78611700000000;MONGAZON LYC & COLL.;;49000;ANGERS;1920.0
2013;52000000000000;HAMDALLAYE;CENTRE ROBERT SCHUMAN;49100;ANGERS;1100.0
2011;52469300000000;ASSOCIATION TOUT ART FER;;49500;SEGRE;2000.0
2012;39000000000000;TERRE DES SCIENCES;;49000;ANGERS;2000.0
2013;33900000000000;ANJOU SPORT NATURE;;49220;LA JAILLE YVON;1200.0
2011;43893000000000;REACTIVE 49 CAP EMPLOI;;49000;ANGERS;1000.0
2012;49500000000000;ANJOU MADAGASCAR;;49000;ANGERS;3000.0
2013;78600000000000;ASSOCIATION LOUISE BELLANGER;OGEC COLLEGE LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;842.0
2011;78613300000000;MAIS.FAM. SABLONNIERE;BRISSAC QUINCE;49320;BRISSAC QUINCE;11328.0
2012;79400000000000;ELEVEURS RACE BLONDE D'AQUITAINE;;49800;TRELAZE;300.0
2013;78600000000000;FEDERATION DEP FAMILLES RURALES;LONGUE LES ROSIERS;49100;ANGERS;800.0
2011;52426600000000;TERRE FRATERNELLE;;49320;SAULGE L'HOPITAL;1700.0
2012;39300000000000;ASSOC ANGEVINE DE LA BIBLIOTHEQUE;ANGLOPHONE;49100;ANGERS;21750.0
2013;34000000000000;ECOLE MUSIQUE PAYS FOLIOSAIN;;49170;ST MARTIN DU FOUILLOUX;565.0
2011;49841800000000;EDUCATION SANS FRONTIERE;;49320;VAUCHRETIEN;3000.0
2012;35200000000000;AAEEC SECTION HANDBALL;STADE LA CHESNAIE;49130;LES PONTS DE CE;4191.0
2013;78600000000000;ARES - LABO ANJOU RECHERCHE SEMENCE;;49045;ANGERS;3571.35
2011;78611900000000;FEDERATION DE PECHE M&L;PROTECTION MILIEU AQUATIQ.;49100;ANGERS;0.0
2012;43900000000000;GROUPT. D'APPRENTISSAGE MUSICALE;;49390;VERNANTES;3339.0
2013;32100000000000;OGEC COLLEGE PRIVE ST CHARLES;;49100;ANGERS;7274.0
2011;78610400000000;AAPEI JARDIN D ENFANTS;INADAPTES;49100;ANGERS;54470.0
2012;33900000000000;OGEC ST AUBIN LA SALLE;ECOLE COLLEGE LYCEE PRIVES;49481;VERRIERES EN ANJOU;2451.0
2013;49800000000000;UNION FEMININE ANGERS BASKET;UFAB 49;49000;ANGERS;4556.5
2011;33080300000000;LOIRE EN LAYON DEVELOPPEMENT;;49380;THOUARCE;34838.0
2012;44400000000000;DEPT DES LOGIS DE FRANCE;D'ANJOU;49100;ANGERS;6000.0
2013;43400000000000;TEAM DOM SAUMUR;BOXES PIEDS POINGS;49350;LES ROSIERS SUR LOIRE;750.0
2011;43984000000000;COMPAGNIE  LOBA;;49100;ANGERS;3557.5
2013;33100000000000;LOIRE EN LAYON DEVELOPPEMENT;;49380;BELLEVIGNE EN LAYON;2000.0
2010;41381300000000;FONDATION DU PATRIMOINE;DELEGATION DEPTALE DE M & L;49000;ANGERS;1692.0
2011;41980400000000;ASSOC INFIRMIERS FPT;AIFPT;33700;MERIGNAC;1000.0
2013;78600000000000;FEDERATION DPTALE CUMA;MAISON DE L'AGRICULTURE;49006;ANGERS CEDEX 01;7000.0
2010;32066300000000;OGEC COLLEGE PRIVE ST CHARLES;;49100;ANGERS;88928.0
2011;51802200000000;LIGERIENNE D'ADDICTOLOGIE;A.LI.A;49000;ANGERS;12000.0
2013;79500000000000;SYND ELEVEURS DE PERCHERON DU MAINE ET;LOIRE;49220;LE LION D ANGERS;5600.0
2010;35279700000000;FOYERS RURAUX 49;FEDERATION DEPARTEMENTALE;49000;ANGERS;13800.0
2011;51887200000000;ADATEEP;;49070;BEAUCOUZE;2600.0
2013;79300000000000;COMICE AGRICOLE CANTON CANDE;;49440;CANDE;2500.0
2010;54001400000000;ASSOC LES BLOUSES ROSES;ANIMATION LOISIRS HOPITAL;49125;BRIOLLAY;250.0
2011;38255200000000;POLE TOURISTIQUE;INTERNAT. SAUMUR ET REGION;49418;SAUMUR CEDEX;8500.0
2013;39500000000000;CLUB D ATHLETISME DU PAYS DU SAUMUROIS;;49400;SAUMUR;5485.0
2011;48396600000000;PARTAGE AVEC L' AFRIQUE;;49140;SEICHES SUR LE LOIR;3000.0
2011;33453300000000;ASGA HOCKEY SUR GLACE;;49100;ANGERS;40924.5
2013;43500000000000;ECOLE MUSIQUE DE BLOU;;49160;BLOU;2521.0
2011;78611900000000;FEDERATION DE PECHE M&L;PROTECTION MILIEU AQUATIQ.;49100;ANGERS;7152.0
2011;35216500000000;STELLA SPORT LA ROMAGNE;TENNIS DE TABLE;49740;LA ROMAGNE;12089.68
2013;44800000000000;COMITE DPTAL DE GOLF MAINE ET LOIRE;;49610;SOULAINES SUR AUBANCE;2384.0
2011;78616300000000;MAIS.FAM.BEAUFORT ANJOU;;49250;GEE;6720.0
2011;35393700000000;ADRAMA ANGERS;;49100;ANGERS;5500.0
2013;33100000000000;ABC49-LES AMIS DU BON CINEMA;;49610;MURS ERIGNE;10000.0
2011;49299700000000;RESEAU D'ADDICTOLOGIE DU;TERRITOIRE ANGEVIN;49800;TRELAZE;3900.0
2011;30266700000000;ASSOCIATION DE GESTION;COLLEGE ST JEAN;49310;VIHIERS;1715.0
2013;41500000000000;ANGERS NAUTIQUE AVIRON;;49100;ANGERS;3492.0
2011;43535700000000;USEP ECOL.PUB.DAUMERAY;;49640;DAUMERAY;133.0
2011;78613700000000;DES FAMILLES CHAMP SUR LAYON;;49380;CHAMP SUR LAYON;500.0
2013;78600000000000;STE ETUDES SCIENTIFIQUES;ANJOU;49000;ANGERS;160.0
2011;78620700000000;LOUISE BELLANGER;COLLEGE-LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;1093.5
2011;78616300000000;MAISON FAMILIALE RURALE;;49490;GENNETEIL;10368.0
2013;78600000000000;COLLEGE ST MARTIN ANGERS;;49100;ANGERS;5084.0
2011;78615100000000;STADE OLYMPIQUE CHOLETAIS;;49303;CHOLET CEDEX;4543.0
2014;42500000000000;APDM - AMICALE OEUVRES SOCIALES ET;LOISIRS DU PERSONNEL;49041;ANGERS CEDEX 01;264100.0
2013;38300000000000;CITTVS-PREFIGURATION DU;CTRE D'INNOVATION&TRANSFER;49000;ANGERS;42500.0
2011;40921300000000;COMITE DEPT GYMNASTIQUE M & L;;49130;LES PONTS DE CE;5914.0
2014;40500000000000;L ABLETTE ANGEVINE;;49100;ANGERS;15000.0
2013;50900000000000;TEMATOUT;;49280;LA TESSOUALLE;1800.0
2011;43914000000000;GROUPT. D'APPRENTISSAGE;MUSICALE;49160;BLOU;4049.0
2014;77600000000000;ASSOC PREVENTION ROUTIERE 49;COMITE DEP DE MAINE ET LOIRE;49100;ANGERS;7000.0
2013;32000000000000;HABITANTS QUARTIER ST SERGE;;49100;ANGERS;3000.0
2011;43343800000000;ECOLE DE MUSIQUE INTERCOMMUNALE;DU LAYON;49750;BEAULIEU SUR LAYON;16996.0
2014;32100000000000;COMITE LIAISON DES HANDICAPES;CLH;49100;ANGERS;20000.0
2013;40300000000000;AFR CHAPELLE SUR OUDON;;49500;LA CHAPELLE SUR OUDON;500.0
2011;30764000000000;AFORBAT;;49045;ANGERS CEDEX;210000.0
2014;40100000000000;COMITE EQUESTRE SAUMUR;;49400;SAUMUR;20000.0
2013;35100000000000;CENTRE SOCIAL INDIGO;CULT.INTERC.;49450;ST MACAIRE EN MAUGES;3000.0
2011;32397200000000;OGEC COLLEGE JEAN BOSCO;ST MACAIRE EN MAUGES;49450;ST MACAIRE EN MAUGES;43830.0
2014;32600000000000;ECOLE MUSIQUE DURTAL;;49430;DURTAL;9301.0
2013;39800000000000;AFOCAL PAYS DE LA LOIRE;;49100;ANGERS;15600.0
2011;78615300000000;AFR COMBREE;;49520;COMBREE;500.0
2014;78500000000000;LDH49-LIGUE DROITS DE L'HOMME;SECTION DE MAINE ET LOIRE;49100;ANGERS;200.0
2013;34900000000000;ASSOCIATION PREMIERS PLANS;;49100;ANGERS;2000.0
2011;33799900000000;FAMILLES RURALES MELAY;;49120;MELAY;500.0
2014;31700000000000;ASSOCIATION FAMILLES RURALES;;49230;SEVREMOINE;1200.0
2013;43300000000000;FARA49 - ASS.FED.AINES;RURAUX D'ANJOU;49100;ANGERS;500.0
2011;48908900000000;ASSOC COBRA ANGERS BOWLING;;49000;ANGERS;1109.0
2014;78600000000000;OGEC INSTITUTION ST LOUIS;COLLEGE;49400;SAUMUR;4451.0
2013;80100000000000;ENFANCE ET FAMILLES D ADOPTION DE;MAINE ET LOIRE - EFA;49000;ANGERS;600.0
2011;32683100000000;ASCAPE;A49 PARTENAIRES;49100;ANGERS;6000.0
2014;44400000000000;COLLEC.LES Z'ECLECTIQUES;COLLECTIF;49120;CHEMILLE EN ANJOU;20000.0
2010;35216500000000;STELLA SPORT LA ROMAGNE;TENNIS DE TABLE;49740;LA ROMAGNE;8646.43
2011;48349700000000;COMITE REG.DE COORDINATION;& D'EVALUATION;49000;ANGERS;1500.0
2014;78600000000000;FED.PROFES.DE BOULANGERIE;PATISSERIE DU M & L;49006;ANGERS CEDEX 01;5406.9
2010;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;2087.0
2011;30701400000000;PROTECTION DE L ADOLESCENCE ET ENFANCE;FOYERS HEBERGEMENT-APAECH;49300;CHOLET;63000.0
2014;30900000000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;1200.0
2010;44516700000000;ABC ACCUEIL DE LOISIRS;;49230;ST GERMAIN SUR MOINE;1500.0
2011;34903300000000;COORDINAT.GERONTOLOGIQUE;PAYS BAUGEOIS;49150;BAUGE;25960.0
2015;44900000000000;COMITE DEPT UFOLEP 49;;49100;ANGERS;8304.0
2010;78835000000000;LYCEE ROBERT D'ARBRISSEL;CHEMILLE;49120;CHEMILLE;25210.0
2012;34200000000000;ENTRAIDE CONSEILLERS GENERAUX;MAINE ET LOIRE;49000;ANGERS;36433.0
2015;44800000000000;COMITE DEPT CANOE KAYAK;DE MAINE ET LOIRE;49135;LES PONTS DE CE CEDEX;2162.0
2010;77572300000000;AGSE DISTRICT M & L;GUIDES & SCOUTS D'EUROPE;49000;ANGERS;1800.0
2012;79300000000000;COMICE AGRICOLE CANTON DE POUANCE;;49420;POUANCE;1500.0
2015;78600000000000;OGEC COLL.ST JOSEPH CHOLET;;49300;CHOLET CEDEX;4067.0
2010;31813400000000;AFR ST AUBIN DE LUIGNE;;49190;ST AUBIN DE LUIGNE;381.92
2012;33900000000000;COMITE DEPARTEMENTAL DE VOILE;MAINE ET LOIRE;49000;ANGERS;1624.0
2015;78600000000000;OGEC LYCEE COLLEGE PRIV MONGAZON;;49000;ANGERS;320.0
2010;41068300000000;ASSOCIATION LEO LAGRANGE OUEST 49;;44600;ST NAZAIRE;3200.0
2008;77566700000000;SECOURS CATHOLIQUE DELEGATION DE MAINE;ET LOIRE;49000;ANGERS;1981.32
2015;78600000000000;OGEC LYCEE COLLEGE PRIV MONGAZON;;49000;ANGERS;1700.0
2010;78611500000000;ADPEP49-SIEGE;;49100;ANGERS;24000.0
2008;78611500000000;ADPEP49-SIEGE;;49100;ANGERS;430.08
2015;33900000000000;OGEC ST AUBIN LA SALLE;ECOLE COLLEGE LYCEE PRIVES;49481;VERRIERES EN ANJOU;1067.0
2010;50929600000000;CHOLET NATIONAL PETANQUE;;49300;CHOLET;1500.0
2008;;DUMONT D'URVILLE;;49000;ANGERS;460.0
2015;78100000000000;ASSO ALVEOLE;;49300;CHOLET;500.0
2011;78615100000000;MFREO -LA BONNAUDERIE;;49300;CHOLET;13447.0
2008;40955000000000;REGIE QUARTIERS D'ANGERS;PROJET BAMAKO;49100;ANGERS;750.0
2015;32600000000000;CLSH YZERNAY;;49380;YZERNAY;800.0
2011;78611900000000;UDAF ANGERS-UNION DEPART;ASSO.FAMILIALES-TUTELLES;49003;ANGERS CEDEX 01;10000.0
2008;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;557.2
2015;32700000000000;FOYER LAIQUE EDUCATION PERMANENTE;;49524;NOYANT LA GRAVOYERE;5000.0
2011;32439800000000;ARCNAM IFORIS PAYS DE LA LOIRE;;49045;ANGERS CEDEX 01;2700.0
2008;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;828.34
2015;32000000000000;ACE - ACTION CATHOLIQUE;DES ENFANTS MAINE ET LOIRE;49045;ANGERS CEDEX 01;500.0
2011;78618500000000;OCCE COOP SCOL. NYOISEAU;ECOL.PUBL.GENEVIEVE VERGER;49500;NYOISEAU;66.5
2008;45180900000000;ASSOC VAL EN RECRE;;49670;VALANJOU;285.6
2016;33900000000000;ANJOU SPORT NATURE;;49220;LA JAILLE YVON;800.0
2011;32391300000000;ACTE;;49125;TIERCE;6192.0
2009;38247200000000;TOURIST. VALLEE SARTHE;;72300;SABLE SUR SARTHE;6100.0
2016;42000000000000;SAUMUR ATTELAGE - ASA;;49400;SAUMUR;6600.0
2011;78612100000000;CULTURE BIBLIOTHEQUE;POUR TOUS;49000;ANGERS;1500.0
2009;78611700000000;OGEC COLLEGE LA MADELEINE;;49044;ANGERS;11784.4
2016;32600000000000;CTRE MUSICAL VIHIERSOIS;;49310;LYS HAUT LAYON;1377.0
2011;78621800000000;OGEC COLLEGE PRIVE STE MARIE;TORFOU;49660;TORFOU;12500.0
2009;32227100000000;OGEC ECOL.IMMACULEE CONCEPT.;;49000;ANGERS;38892.0
2016;34200000000000;GALERIE SONORE D'ANGERS;CNRP;49000;ANGERS;8000.0
2011;38349000000000;CITTVS-PREFIGURATION DU;CTRE D'INNOVATION&TRANSFER;49000;ANGERS;42500.0
2009;78611700000000;OGEC COLLEGE ST MAURICE;CATHEDRALE;49100;ANGERS;4706.0
2016;78600000000000;OGEC COLLEGE ND BRETONNAIS;CHOLET;49300;CHOLET CEDEX;4339.0
2011;31813400000000;AFR ST AUBIN DE LUIGNE;;49190;ST AUBIN DE LUIGNE;1200.0
2009;;APEL ECOL.PRIVEE N.DAME-CHAMP S/LAYON;;49380;CHAMP SUR LAYON;215.0
2016;49000000000000;VEGEPOLYS;POLE DE COMPETITIVITE;49066;ANGERS CEDEX 01;25000.0
2011;32610100000000;CLSH YZERNAY;;49380;YZERNAY;500.0
2009;33761500000000;SPORTING CLUB DE BEAUCOUZE;SECTION BADMINTON;49070;BEAUCOUZE;1535.6
2016;78600000000000;HABITAT JEUNES DU SAUMUROIS;FOYER JEUNES TRAVAILLEURS;49400;SAUMUR;1677.16
2011;38237700000000;LES ENFANTS DE CHAMBIERS;CTRE LOISIRS ENFANTS-ADO;49430;DURTAL;3000.0
2009;78618700000000;IREO LES COTEAUX DE LOIRE;INSTITUT DE FORMATION;49620;LA POMMERAYE;2756.0
2016;42000000000000;CITE JUSTICE CITOYEN;SERVICE MAJEURS PROTEGES;49010;ANGERS CEDEX 01;5000.0
2011;49784500000000;UNION FEMININE ETOILE;ANGERS BASKET;49100;ANGERS;28690.0
2009;38803100000000;AFR BEAULIEU CLSH;;49750;BEAULIEU SUR LAYON;382.48
2004;39186100000000;CSPO-CONNAISS.SAUV.PROMO;ORGUES;49000;ANGERS;5500.0
2011;77561000000000;ANNE DE LA GIROUARDIERE;BP 24;49150;BAUGE;36000.0
2009;30358800000000;ASSOCIATION VACANCES LOISIRS JEUNESSES;;49270;ST SAUVEUR DE LANDEMONT;1672.4
2004;78616900000000;OGEC COLLEGE FRANCOIS D'ASSISE;;49505;LE LION D'ANGERS;4938.18
2013;78600000000000;ASSOC JEUNE FRANCE OMNISPORTS;;49300;CHOLET;1200.0
2009;49874800000000;CULTURELLE MURS ERIGNE;CTRE CULTUREL JEAN CARMET;49610;MURS ERIGNE;1000.0
2004;44319100000000;ECHANGES ET SOLIDARITE;;49124;ST BARTHELEMY D'ANJOU;153.0
2014;42800000000000;URGENCE AFRIQUE;;49160;LONGUE JUMELLES;3000.0
2009;34940200000000;L'ARCHIPEL;ESPACE D'ANIMATION;49100;ANGERS;969.78
2004;32742100000000;CTRE SOCIAL BEAUPREAU;ESPACE CENTRE MAUGES;49600;BEAUPREAU;460.0
2014;35300000000000;FNARS PAYS DE LOIRE;DELEGATION GEGIONALE;49100;ANGERS;2700.0
2009;32538100000000;MAISON DES SOURDS &;MALENTENDANTS D'ANGERS;49100;ANGERS;3000.0
2004;32742100000000;CTRE SOCIAL BEAUPREAU;ESPACE CENTRE MAUGES;49600;BEAUPREAU;2300.0
2014;78600000000000;STADE OLYMPIQUE CHOLETAIS;;49303;CHOLET CEDEX;3805.0
2010;51362700000000;AIDER;PAR CONSEIL ET FORMATION;49100;ANGERS;3000.0
2004;78620700000000;LES 3 A -ST SYLVAIN D'ANJOU;;49480;ST SYLVAIN D'ANJOU;661.5
2014;34900000000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;5241.0
2010;78619300000000;MFR LE VALLON;;49740;LA ROMAGNE;21364.0
2004;38237100000000;GITES DE FRANCE ANJOU;;49024;ANGERS CEDEX 02;9150.0
2014;44800000000000;COMITE DEPT CYCLISME MAINE ET LOIRE;;49135;LES PONTS DE CE;500.0
2010;30957600000000;CITES UNIES FRANCE;CUF;75018;PARIS;7641.0
2004;78612000000000;ENTRAIDE FAMIL.ET SOC.;;49000;ANGERS;6555.0
2014;34800000000000;AFR ST MELAINE SUR AUBANCE;;49610;ST MELAINE SUR AUBANCE;1200.0
2010;;GD PRIX CYCLISTE CHOLET;COMITE D'ORGANISATION;49300;CHOLET;7500.0
2004;77566400000000;VOIR ENSEMBLE;ASS. GROUPE D'ANGERS;49045;ANGERS CEDEX 01;160.0
2014;32400000000000;CENTRE SOCIAL DU CHEMILLOIS;CHEMILLE;49120;CHEMILLE EN ANJOU;3000.0
2006;48019800000000;GIROND'O ANIMATION JEUNESSE;CENTRE DE VIE COMMUNAL;49540;MARTIGNE BRIAND;565.6
2004;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;507.0
2015;78600000000000;AERO CLUB ANGERS MARCE;;49140;MARCE;1323.0
2006;33004400000000;VIE A DOMICILE  VAD;;49000;ANGERS;10000.0
2005;78613300000000;MAIS.FAM. SABLONNIERE;BRISSAC QUINCE;49320;BRISSAC QUINCE;21430.0
2015;52000000000000;PHI - PHARMACIE HUMANITAIRE;INTERNATIONALE ANJOU;49140;VILLEVEQUE;2370.0
2006;42346800000000;JARDIN DE COCAGNE ANGEVIN;;49124;ST BARTHELEMY D'ANJOU;2300.0
2005;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;258.0
2015;80300000000000;COMICE AGRICOLE CANTON;LION ANGERS;49220;LE LION D ANGERS;989.0
2006;32077300000000;OGEC ECOLE ST JOSEPH;;49310;LE VOIDE;150.0
2005;78619300000000;MFR LE VALLON;;49740;LA ROMAGNE;30000.0
2015;49300000000000;ASSO SCENES DE PAYS DES MAUGES;;49600;BEAUPREAU EN MAUGES;9800.0
2007;31102100000000;ANCIENS MAIRES ET ADJOINT;MAISON DES MAIRES DE M ET L;49000;ANGERS;1000.0
2005;40871800000000;LE BIBLIOTHEATRE;;49124;ST BARTHELEMY D'ANJOU;3000.0
2015;38100000000000;COMITE DEPT ATHLETISME;MAINE ET LOIRE;49130;LES PONTS DE CE;6461.0
2007;78616300000000;CTRE FORMAT. & PROMOTION;MAISONS FAMIL. RURALES;49350;GENNES;933.55
2005;39857300000000;AEMP DE MARCEL PAGNOL;ASSOC. DES ENSEIGNANTS;49460;MONTREUIL JUIGNE;430.0
2015;35200000000000;STELLA SPORT LA ROMAGNE;TENNIS DE TABLE;49740;LA ROMAGNE;4000.0
2007;32211900000000;ASSOC CPIE LOIRE ET MAUGES;CTRE PERM. D'INITIATIVES P/L'ENVIRON.;49602;BEAUPREAU CEDEX;3750.0
2005;78617100000000;ACCUEIL DE LOISIRS CARABISTOUILLE;;49160;LONGUE JUMELLES;119.9
2015;31400000000000;CTRE  NATIONAL DANSE COMTEMPORAINE;ANGERS;49100;ANGERS;8800.0
2007;44901000000000;ASSOC SAUMUR LOIRE BASKET 49;;49400;SAUMUR;800.0
2005;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;2400.0
2015;78600000000000;OGEC COLLEGE ST LOUIS JALLAIS;;49510;BEAUPREAU EN MAUGES;320.0
2007;;CODEP 49 COMITE DEPARTEMENTAL FESSM;MAISON DEPARTEMENTALE DES SPORTS;49130;LES PONTS DE CE;2838.0
2005;78616800000000;AFR LA JUMELIERE;;49120;LA JUMELLIERE;283.25
2015;32500000000000;OGEC COLLEGE PRIVE ST VINCENT;;49320;BRISSAC QUINCE;2956.0
2007;30777300000000;COLLEGE PRIVE OZANAM;;49110;ST PIERRE MONTLIMART;1542.84
2005;41068300000000;ASSOCIATION LEO LAGRANGE OUEST 49;;44600;ST NAZAIRE;1371.0
2015;39800000000000;AFR ST LAMBERT LA POTH.;;49070;ST LAMBERT LA POTHERIE;800.0
2007;78613400000000;OGEC COLLEGE PRIVE STE EMILIE;CANDE;49440;CANDE;24508.0
2005;31142800000000;ANIMAT LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;2494.7
2015;31700000000000;CTRE INFO FEMININ ET FAM;DE CHOLET;49300;CHOLET;6000.0
2007;30341100000000;CENTRE SOCIAL DU VERGER;;49307;CHOLET CEDEX;933.52
2005;39822100000000;AFOCAL PAYS DE LA LOIRE;;49100;ANGERS;0.0
2015;35200000000000;RCF ANJOU - COMM.CATHOLIQUE ANJOU;;49045;ANGERS CEDEX 01;1000.0
2007;38129800000000;AELA-ASS ENFANCE LOISIR;ANIMATION-  ST LEGER;49280;ST LEGER SOUS CHOLET;506.8
2005;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;16770.0
2015;44300000000000;ASSOC CICG PAYS LOIRE AUTHION;CENTRE INF.COORD.GERONT.;49250;BEAUFORT EN ANJOU;14751.0
2007;38993300000000;AFR VERNANTES;;49390;VERNANTES;267.68
2006;50961900000000;ARIFTS PAYS DE LA LOIRE;;49045;ANGERS CEDEX 01;26268.5
2015;44300000000000;ASSOC CICG PAYS LOIRE AUTHION;CENTRE INF.COORD.GERONT.;49250;BEAUFORT EN ANJOU;36849.0
2007;35090000000000;CENTRE SOCIAL INDIGO;CULT.INTERC.;49450;ST MACAIRE EN MAUGES;1447.04
2006;78611900000000;FEDERATION DE PECHE M&L;PROTECTION MILIEU AQUATIQ.;49100;ANGERS;1928.0
2016;32200000000000;AVIRON SPORT CHOLETAIS;;49300;CHOLET;500.0
2007;32610100000000;CLSH YZERNAY;;49380;YZERNAY;859.6
2006;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;760.0
2016;39000000000000;SOC HIPPIQUE DE MELAY ET ENVIRONS;;49120;CHEMILLE EN ANJOU;2000.0
2007;78618200000000;LE COMMERCE-BOULES FORT;;49610;MURS ERIGNE;2250.0
2006;32158000000000;MAIS.PR TOUS MONPLAISIR;;49100;ANGERS;1681.9
2016;78600000000000;MOTO CLUB BAUGEOIS;;49150;BAUGE EN ANJOU;1400.0
2007;42492400000000;FRANCE ALZHEIMER 49;;49000;ANGERS;800.0
2006;32158000000000;MAIS.PR TOUS MONPLAISIR;;49100;ANGERS;3027.52
2016;78600000000000;OGEC COLLEGE ST MAURICE;CATHEDRALE;49100;ANGERS;3108.0
2007;32610100000000;ECOLE MUSIQUE CHEMILLE;;49120;CHEMILLE;17225.0
2014;38900000000000;CENTRE AIDE VIE ASSOCIATIVE;(CAVA 49);49100;ANGERS;10000.0
2016;78600000000000;ASSO LEP AGRICOLE LES BUISSONNETS;ANGERS;49100;ANGERS;26038.0
2008;31439200000000;SOLEIL LEVANT CHOLET;CENTRE SOINS EQUINOXE;49300;CHOLET;5000.0
2014;78600000000000;OGEC COLLEGE ST LOUIS JALLAIS;;49510;BEAUPREAU EN MAUGES;2154.0
2016;33100000000000;AFR LA POUEZE;;49370;ERDRE EN ANJOU;600.0
2008;78613400000000;OGEC COLLEGE PRIVE STE EMILIE;CANDE;49440;CANDE;26168.0
2014;78600000000000;OGEC COLLEGE ST PAUL;THOUARCE;49380;BELLEVIGNE EN LAYON;994.0
2016;78600000000000;FAMILLES RURALES LOIRE;;49440;LOIRE;450.0
2008;78617400000000;COLLEGE PRIVE BROTTIER;;49360;MAULEVRIER;24324.0
2014;32500000000000;OGEC COLLEGE PRIVE ST VINCENT;;49320;BRISSAC QUINCE;2795.0
2016;49300000000000;ALCOOL ASSISTANCE MAINE ET LOIRE;LA CROIX D'OR;49600;BEAUPREAU EN MAUGES;750.0
2008;78613700000000;DES FAMILLES CHAMP SUR LAYON;;49380;CHAMP SUR LAYON;106.4
2014;32100000000000;OGEC COLLEGE PRIVE ST CHARLES;;49100;ANGERS;7205.0
2004;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;500.0
2008;30341100000000;CENTRE SOCIAL DU VERGER;;49307;CHOLET CEDEX;753.76
2014;78600000000000;OGEC COLLEGE FRANCOIS D'ASSISE;;49505;LE LION D ANGERS;664.0
2004;34940200000000;L'ARCHIPEL;ESPACE D'ANIMATION;49100;ANGERS;1400.0
2008;31954500000000;ASSOCIATION DES HABITANTS QUARTIER;ST SERGE;49100;ANGERS;2012.82
2014;78600000000000;OGEC COLLEGE PRIVE;J. CATHELINEAU;49410;ST FLORENT LE VIEIL;911.0
2005;78613300000000;MAIS.FAM. SABLONNIERE;BRISSAC QUINCE;49320;BRISSAC QUINCE;6200.65
2005;30059900000000;CENTRE AFPA NANTES-ST HERBLAIN;REGION PAYS DE LOIRE;44805;NANTES ST HERBLAIN CEDEX;0.0
2014;47900000000000;CANTOJEUNES;;49420;POUANCE;500.0
2005;49512900000000;LES AMIS DE GOSSI;;49100;ANGERS;2300.0
2005;78615100000000;OGEC COLL.ST JOSEPH CHOLET;;49300;CHOLET CEDEX;15184.8
2014;77600000000000;SCOUTS ET GUIDES DE FRANCE;DPT DE MAINE ET LOIRE;49000;ANGERS;0.0
2005;31706300000000;CAUE-CONSEIL ARCHITECTUR;URBANISME ET ENVIRONNEMENT;49100;ANGERS;11000.0
2005;31456000000000;OGEC COLLEGE J. BLOUIN;ST GERMAIN SUR MOINE;49230;ST GERMAIN SUR MOINE;1000.0
2014;40900000000000;FAMIL.RURAL.SCEAUX D'ANJ;;49330;SCEAUX D ANJOU;1200.0
