Année;Nom de l'organisme bénéficiaire;CP;Ville;"Montant
de la subvention de fonctionnement (1)";"Montant
de la subvention d'investissement (1)";"Montant de la garantie
(2)";"Montant du prêt
(3)";"Avantages en nature
(4)"
2018;UNION SPORTIVE BOULOIRE SECTIOIN GYMNASTIQUE;72440;BOULOIRE;200,00;;;;
2018;UNION SPORTIVE BOULOIRE SECTION FOOTBALL;72440;BOULOIRE;250,00;;;;
2018;UNION SPORTIVE BREILLOISE;72370;LE BREIL SUR MERIZE;300,00;;;;
2018;UNION SPORTIVE CHANTENAY VIL;72430;CHANTENAY VILLEDIEU;800,00;;;;
2018;UNION SPORTIVE D ARNAGE;72230;ARNAGE;300,00;;;;
2018;UNION SPORTIVE D ECOMMOY HANDBALL;72220;ECOMMOY;500,00;;;;
2018;UNION SPORTIVE DE MANSIGNE;72510;MANSIGNE;300,00;;;;
2018;UNION SPORTIVE DE OIZE;72330;OIZE;300,00;;;;
2018;UNION SPORTIVE DE PRECIGNE S;72300;PRECIGNE;200,00;;;;
2018;UNION SPORTIVE DE PRECIGNE SECTION GYMNASTIQU;72300;PRECIGNE;150,00;;;;
2018;UNION SPORTIVE DE PRECIGNE SECTION JUDO;72300;PRECIGNE;200,00;;;;
2018;UNION SPORTIVE DE PRECIGNE SECTION TENNIS;72300;PRECIGNE;200,00;;;;
2018;UNION SPORTIVE DE ROEZE;72210;ROEZE SUR SARTHE;300,00;;;;
2018;UNION SPORTIVE DE SAVIGNE;72460;SAVIGNE L EVEQUE;300,00;;;;
2018;UNION SPORTIVE DES ARCHERS;72430;FERCE SUR SARTHE;300,00;;;;
2018;UNION SPORTIVE DES GLONNIERE;72100;LE MANS;500,00;;;;
2018;UNION SPORTIVE DU MANS ATHLE;72000;LE MANS;200,00;;;;
2018;UNION SPORTIVE DU MANS BASE;72000;LE MANS;350,00;;;;
2018;UNION SPORTIVE GERVAISIENNE;72120;SAINT GERVAIS DE VIC;200,00;;;;
2018;UNION SPORTIVE GUECELARD;72230;GUECELARD;400,00;;;;
2018;UNION SPORTIVE LUARTAISE TEN;72390;LE LUART;450,00;;;;
2018;UNION SPORTIVE LUCEENNE BASK;72150;LE GRAND LUCE;150,00;;;;
2018;UNION SPORTIVE OISSEAU LE PE;72610;OISSEAU LE PETIT;500,00;;;;
2018;UNION SPORTIVE TENNIS DE TAB;72150;LE GRAND LUCE;150,00;;;;
2018;UNION SPORTIVE VIBRAYE FOOTB;72320;VIBRAYE;300,00;;;;
2018;UNION SPORTIVE VILLAINES MAL;72270;MALICORNE SUR SARTHE;300,00;;;;
2018;UNION SPORTS ET LOISIRS DE F;72550;FAY;400,00;;;;
2018;UNIVERSITE RURALE VAL DE BRA;72390;LAVARE;350,00;;;;
2018;UNSA;72015;LE MANS CEDEX 2;584,00;;;;
2018;UNSS COLLEGE ALBERT CAMUS;72100;LE MANS;500,00;;;;
2018;UNSS COLLEGE ALFRED DE MUSSE ECOMMOY;72220;ECOMMOY;200,00;;;;
2018;UNSS COLLEGE BERTHELOT LE MA;72000;LE MANS;350,00;;;;
2018;UNSS DSD SARTHE;72000;LE MANS;33 858,00;;;;
2018;ARPEP PAYS DE LA LOIRE;72000;LE MANS;;;774 100,76;;
2018;US ARNAGE SECTION FOOTBALL;72230;ARNAGE;300,00;;;;
2018;US ARNAGE TENNIS DE TABLE;72230;ARNAGE;5 363,00;;;;
2018;US LA CHAPELLE ST REMY;72160;LA CHAPELLE SAINT REMY;450,00;;;;
2018;US VILLAINES SOUS MALICORNE TENNIS;72270;VILLAINES SOUS MALICORNE;150,00;;;;
2018;USA SECTION TENNIS;72230;ARNAGE;1 700,00;;;;
2018;USAGERS CENTRE SOCIO CULTURE;72700;ALLONNES;750,00;;;;
2018;USEP ECOLE PUBLIQUE FAY;72550;FAY;250,00;;;;
2018;USL DANSE;72150;LE GRAND LUCE;150,00;;;;
2018;USL GYMNASTIQUE VOLONTAIRE;72150;LE GRAND LUCE;150,00;;;;
2018;USL LUCEENNE FOOTBALL;72150;LE GRAND LUCE;150,00;;;;
2018;USLA UNION SPORTIVE LUCEENNE ATHLETISME;72150;LE GRAND LUCE;150,00;;;;
2018;USM COMITE DIRECTEUR;72000;LE MANS;1 200,00;;;;
2018;USSM FOOTBALL ST MARS LA BRI;72470;SAINT MARS LA BRIERE;300,00;;;;
2018;USSM ST MARS LA BRIERE TENNI;72470;SAINT MARS LA BRIERE;200,00;;;;
2018;VACANCES ET FAMILLES PAYS DE LOIRE;72100;LE MANS;400,00;;;;
2018;VAL DE BRAYE EVENEMENT;72390;LAVARE;400,00;;;;
2018;VAL DE SARTHE BADMINTON;72430;NOYEN SUR SARTHE;300,00;;;;
2018;VEDACENSIS VAAS;72500;VAAS;150,00;;;;
2018;VELO CLUB BELINOIS;72220;ST OUEN EN BELIN;250,00;;;;
2018;VELO CLUB YVREEN;72530;YVRE L EVEQUE;300,00;;;;
2018;VELO SPORT FERTOIS;72400;LA FERTE BERNARD;4 465,00;;;;
2018;VENT DES BOIS;72440;COUDRECIEUX;150,00;;;;
2018;VIBR ESCALADE;72320;VIBRAYE;200,00;;;;
2018;VIBRA SCENE;72230;MULSANNE;150,00;;;;
2018;VIENS RIRE A PIRMIL;72430;PIRMIL;150,00;;;;
2018;VIGILANTE DE MAYET SECTION T;72360;VERNEIL LE CHETIF;750,00;;;;
2018;VIGILANTE OMNISPORTS MAYET F;72360;MAYET;300,00;;;;
2018;VILL ART ET FETE;72000;LE MANS;490,00;;;;
2018;VILLAGE D ARTS ET CULTURES;72510;MANSIGNE;250,00;;;;
2018;VIRAGE DE MULSANNE;72230;MULSANNE;900,00;;;;
2018;VIVAGRI SARTHE;72000;LE MANS;3 000,00;;;;
2018;VMEH;72600;MAMERS;250,00;;;;
2018;VMEH BESSE SUR BRAYE;72150;ST GEORGES DE LA COUEE;150,00;;;;
2018;VOIVRES ANIMATION LOISIRS;72210;VOIVRES LES LE MANS;500,00;;;;
2018;VOUVRAY GYM CHEZ MME MICHELLE LEGER;72500;FLEE;150,00;;;;
2018;VOYAGEURS 72 ASS CENTRE SOCI GENS DU VOYAGE;72003;LE MANS CEDEX 1;44 200,00;;;;
2018;VSF SECTION FOOTBALL;72400;LA FERTE BERNARD;1 200,00;;;;
2018;VSF TRIATHLON;72400;LA FERTE BERNARD;3 000,00;;;;
2018;VTT LOISIRS BEAUFAY;72110;BEAUFAY;500,00;;;;
2018;WIMOOV VOITURE AND CO;75011;PARIS 11EME ARRONDISSEME;N                 82 584,28;;;;
2018;YANA STARS;72100;LE MANS;200,00;;;;
2018;YOGA BIEN ETRE SAVIGNE L EVE;72460;SAVIGNE L EVEQUE;150,00;;;;
2018;ZUTANO BAZAR;72000;LE MANS;12 250,00;;;;
