Phase;Type de mission;Code Mission;Mission;Code Programme;Programme;Code Action;Action;Code Ministère;Ministère
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;03;Conseil supérieur de l'audiovisuel;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;06;Autres autorités indépendantes;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;09;Défenseur des droits;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;11;Régulation de la distribution de la presse;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;12;Commission nationale de contrôle des techniques de renseignement;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;308;Protection des droits et libertés;13;Commission du secret de la Défense nationale;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;01;Fonctionnement courant des directions départementales interministérielles;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;02;Loyers et charges immobilières des administrations déconcentrées;12;Services du Premier ministre
PLF 2019;Budget général;DC;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;03;Emplois déconcentrés des services du Premier ministre;12;Services du Premier ministre
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;01;Routes - Développement;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;04;Routes - Entretien;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;41;Ferroviaire;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;42;Voies navigables;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;43;Ports;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;44;Transports collectifs;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;45;Transports combinés;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;47;Fonctions support;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;50;Transport routier;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;51;Sécurité ferroviaire;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;52;Transport aérien;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;01;Sécurité et sûreté maritimes;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;02;Gens de mer et enseignement maritime;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;03;Flotte de commerce;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;04;Action interministérielle de la mer;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;05;Soutien au programme;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;205;Affaires maritimes;06;Gestion durable des Pêches et de  l'Aquaculture;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;02;logistique, formation et contentieux;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;10;Gouvernance, évaluation, études et prospective en matière de développement durable;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;11;Etudes et expertise en matière de développement durable;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;12;Information géographique et cartographique;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;13;Météorologie;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;14;Economie sociale et solidaire;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;181;Prévention des risques;12;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;01;Politique de l'énergie;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;06;Soutien;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;01;Solidarité avec les zones non interconnectées au réseau métropolitain;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;02;Protection des consommateurs en situation de précarité énergétique;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;03;Soutien à la cogénération;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;05;Frais de support;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;06;Médiateur de l'énergie;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;345;Service public de l'énergie;07;Fermeture de la centrale de Fessenheim;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;02;Fonction juridique;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;03;Politique et programmation de l'immobilier et des moyens de fonctionnement;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;04;Politique et gestion des systèmes d'information et des réseaux informatiques;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;05;Politique des ressources humaines et formation;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;06;Actions nationales, européennes et internationales en faveur du développement durable;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;09;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;15;"Personnels relevant du ministère de la "" Cohésion des territoires """;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;18;Personnels relevant de programmes d'autres ministères;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;22;Personnels transférés aux collectivités territoriales;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;24;Personnels oeuvrant dans le domaine des transports aériens;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;25;Commission nationale du débat public;23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);23;Transition écologique et solidaire
PLF 2019;Budget général;TA;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;28;"Personnels oeuvrant pour le développement durable et pour les politiques du programme ""expertise, information géographique et météorologique""";23;Transition écologique et solidaire
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;04;Développement des postes, des télécommunications et du numérique;21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;07;Développement international des entreprises et attractivité du territoire;21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;08;Expertise, conseil et inspection;21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;13;Régulation des communications électroniques et des postes (ARCEP);21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;22;Economie sociale et solidaire;21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;23;Industrie et services;21;Économie et finances
PLF 2019;Budget général;DB;Économie;134;Développement des entreprises et régulations;24;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;21;Économie et finances
PLF 2019;Budget général;DB;Économie;343;Plan France Très haut débit;01;Réseaux d'initiative publique;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;01;Infrastructure statistique;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;02;Information sur les entreprises et synthèses économiques;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;03;Information démographique et sociale;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;05;Pilotage et soutien;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;06;Action régionale;21;Économie et finances
PLF 2019;Budget général;DB;Économie;220;Statistiques et études économiques;07;Formation initiale;21;Économie et finances
PLF 2019;Budget général;DB;Économie;305;Stratégie économique et fiscale;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;21;Économie et finances
PLF 2019;Budget général;DB;Économie;305;Stratégie économique et fiscale;02;Développement international de l'économie française;21;Économie et finances
PLF 2019;Budget général;DB;Économie;305;Stratégie économique et fiscale;03;Elaboration de la législation fiscale;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);01;Dette;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);03;Trésorerie;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);01;Agriculture et environnement;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);02;Soutien au domaine social, logement, santé;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);03;Financement des entreprises et industrie;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);05;Autres garanties;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;145;Épargne;01;Épargne logement;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;145;Épargne;02;Instruments de financement du logement;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;336;Dotation du Mécanisme européen de stabilité;01;Dotation du Mécanisme européen de stabilité;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;338;Augmentation de capital de la Banque européenne d'investissement;01;Augmentation de capital de la Banque européenne d'investissement;21;Économie et finances
PLF 2019;Budget général;EB;Engagements financiers de l'État;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;21;Économie et finances
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;01;Enseignement pré-élémentaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;02;Enseignement élémentaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;03;Besoins éducatifs particuliers;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;04;Formation des personnels enseignants;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;05;Remplacement;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;06;Pilotage et encadrement pédagogique;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;140;Enseignement scolaire public du premier degré;07;Personnels en situations diverses;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;01;Enseignement en collège;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;02;Enseignement général et technologique en lycée;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;04;Apprentissage;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;05;Enseignement post-baccalauréat en lycée;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;06;Besoins éducatifs particuliers;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;07;Aide à l'insertion professionnelle;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;08;Information et orientation;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;09;Formation continue des adultes et validation des acquis de l'expérience;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;11;Remplacement;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;141;Enseignement scolaire public du second degré;13;Personnels en situations diverses;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;02;Santé scolaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;03;Inclusion scolaire des élèves en situation de handicap;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;04;Action sociale;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;05;Politique de l'internat et établissements à la charge de l'Etat;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;230;Vie de l'élève;06;Actions éducatives complémentaires aux enseignements;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;01;Enseignement pré-élémentaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;02;Enseignement élémentaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;03;Enseignement en collège;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;04;Enseignement général et technologique en lycée;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;05;Enseignement professionnel sous statut scolaire;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;06;Enseignement post-baccalauréat en lycée;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;07;Dispositifs spécifiques de scolarisation;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;08;Actions sociales en faveur des élèves;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;09;Fonctionnement des établissements;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;10;Formation initiale et continue des enseignants;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;11;Remplacement;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;12;Soutien;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;01;Pilotage et mise en oeuvre des politiques éducatives;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;02;Évaluation et contrôle;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;03;Communication;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;04;Expertise juridique;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;05;Action internationale;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;06;Politique des ressources humaines;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;07;Établissements d'appui de la politique éducative;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;08;Logistique, système d'information, immobilier;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;09;Certification;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;10;Transports scolaires;06;Éducation nationale
PLF 2019;Budget général;EC;Enseignement scolaire;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;03;Agriculture et alimentation
PLF 2019;Budget général;EC;Enseignement scolaire;143;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;03;Agriculture et alimentation
PLF 2019;Budget général;EC;Enseignement scolaire;143;Enseignement technique agricole;03;Aide sociale aux élèves (enseignement public et privé);03;Agriculture et alimentation
PLF 2019;Budget général;EC;Enseignement scolaire;143;Enseignement technique agricole;04;Évolution des compétences et dynamique territoriale;03;Agriculture et alimentation
PLF 2019;Budget général;EC;Enseignement scolaire;143;Enseignement technique agricole;05;Moyens communs à l'enseignement technique agricole, public et privé;03;Agriculture et alimentation
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;01;Fiscalité des grandes entreprises;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;02;Fiscalité des PME;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;05;Gestion financière de l'État hors fiscalité;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;06;Gestion des pensions;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;07;Gestion financière du secteur public local hors fiscalité;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;01;Etat-major et politiques transversales;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l’action publique;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;04;Promotion des échanges internationaux et qualité du dédouanement;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;05;Fiscalité douanière, énergétique et environnementale;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;08;Soutien au réseau des débitants de tabac;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;148;Fonction publique;01;Formation des fonctionnaires;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;148;Fonction publique;02;Action sociale interministérielle;07;Action et comptes publics
PLF 2019;Budget général;GA;Gestion des finances publiques et des ressources humaines;148;Fonction publique;03;Appui et innovation des ressources humaines;07;Action et comptes publics
PLF 2019;Budget général;IA;Immigration, asile et intégration;303;Immigration et asile;01;Circulation des étrangers et politique des visas;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;303;Immigration et asile;02;Garantie de l'exercice du droit d'asile;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;303;Immigration et asile;03;Lutte contre l'immigration irrégulière;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;303;Immigration et asile;04;Soutien;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;12;Actions d'accompagnement des étrangers en situation régulière;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;09;Intérieur
