nom;prenom;groupe;beneficiaire;adresse;descriptif;programme_budgetaire;montant
ALLOSSERY;Jean-Pierre;Socialiste, républicain et citoyen;DDEN canton de Cassel;Mairie - 502, route de Bourbourg - 59 285 Rubrouck;Fonctionnement;230-01;1000.00
AMELINE;Nicole;Les Républicains;FUMICHON;;le ravalement des façades de l'église;122-01;2000.00
AMELINE;Nicole;Les Républicains;HONFLEUR;;l'installation d'un système de projection numérique dans la salle du Conseil Municipal;122-01;2000.00
AMELINE;Nicole;Les Républicains;SALLENELLES;;l'acquisition d'un tracteur tondeuse;122-01;2000.00
AMELINE;Nicole;Les Républicains;communauté de communes du Pays d'Auge Dozuléen;;la reconstruction d'une annexe à l'école primaire de Dozulé (Unité A);122-01;2300.00
AMELINE;Nicole;Les Républicains;BENOUVILLE;;la sécurisation des avenues de Caen, du 5 juin et de la Côte de Nacre;122-01;3000.00
AMELINE;Nicole;Les Républicains;MANNEVILLE-LA-PIPARD;;le remplacement des menuiseries de la mairie;122-01;3000.00
AMELINE;Nicole;Les Républicains;BONNEVILLE-LA-LOUVET;;"la mise en conformité électrique et l’isolation phonique de la salle communale ""Le Pressoir""";122-01;4000.00
AMELINE;Nicole;Les Républicains;GONNEVILLE-SUR-HONFLEUR;;l'aménagement de la Côte Potier (VC 1);122-01;4000.00
AMELINE;Nicole;Les Républicains;VIEUX-BOURG;;l'éclairage du parking de la mairie et de l'église et l'illumination de l'église;122-01;4000.00
AMELINE;Nicole;Les Républicains;CABOURG;;la réhabilitation des vestiaires du terrain de football;122-01;5000.00
AMELINE;Nicole;Les Républicains;COUDRAY-RABUT;;l'effacement des réseaux chemin du Milieu;122-01;5000.00
AMELINE;Nicole;Les Républicains;FAUGUERNON;;la mise en accessibilité de la mairie, de l'église, du cimetière et de l’aire de pique-nique;122-01;5000.00
AMELINE;Nicole;Les Républicains;PIERREFITTE-EN-AUGE;;la réhabilitation du presbytère en gîte;122-01;5000.00
AMELINE;Nicole;Les Républicains;PERIERS-SUR-LE-DAN;;la sécurisation et la mise en accessibilté des rues du Temple et du Hameau;122-01;8000.00
AMELINE;Nicole;Les Républicains;MANERBE;;la création d'un terrain multisport;122-01;10000.00
AMELINE;Nicole;Les Républicains;Association du marché des produits du pays de Pont l'Evêque;Mairie 58 rue Saint Michel 14130 Pont l'Evêque;Animation et organisation des 20 ans du marché à l’ancienne;134-02;1500.00
AMELINE;Nicole;Les Républicains;OGEC de l'école de Pont l'Evêque;Ecole Bon Pasteur 6 rue du long clos 14130 Pont l'Evêque;Equipement informatique des classes;139-09;5000.00
AMELINE;Nicole;Les Républicains;Les petits moussaillons;Halte garderie Le Bouloir, 14600 Honfleur;Aide à l’accueil d’enfants hanidicapés;140-01;2000.00
AMELINE;Nicole;Les Républicains;SNSM;Station de Honfleur quai jetée de l'Est 14600 Honfleur;Modernisation des équipements de secours en mer;161-13;2000.00
AMELINE;Nicole;Les Républicains;Les normandiques;Mairie Le Bourg 14800 Tourgéville;Animation et promotion de la marche nordique, sport santé;163-01;2000.00
AMELINE;Nicole;Les Républicains;Deauville Sailing Club;3 quai des marchands Port Deauville 14800 Deauville;Aide à la mise en accessibilité aux handicapés d’un bateau;163-01;2000.00
AMELINE;Nicole;Les Républicains;Ufcv;Délégation Basse-normandie 27 avenue du 6 juin 14000 Caen;Amination en faveur de l’apprentissage du codage informatique dans les écoles de Dozulé, Blonville-sur-Mer et Villers-sur-Mer;163-01;2000.00
AMELINE;Nicole;Les Républicains;Cercle nautique de Honfleur;8 rue Saint Antoine 14600 Honfleur;Aide à la participation à des courses nautiques pour un jeune skipper;163-01;5000.00
AMELINE;Nicole;Les Républicains;Anim'Jeunes;Hôtel de Ville Place Albert Lemarignier 14150 Ouistreham;Sorties de jeunes et chantiers citoyens;163-02;1000.00
AMELINE;Nicole;Les Républicains;Association amicale des anciens combattants et sympathisants de Blonville, St Arnoult, Tourgéville, Vauville et St Pierre Azif;Mairie Place Gaston Lejumel 14910 Blonville-sur-Mer;Achat de protection anti-pluie pour les porte-drapeaux, entretien des étendards;167-02;2000.00
AMELINE;Nicole;Les Républicains;Ecole du chat de la vallée d'Auge, comité de défense des bêtes libres;Lieu dit Le Carouge 14430 Putot en Auge;Campagne de stérilisation;206-02;1000.00
AMELINE;Nicole;Les Républicains;Association Akpadenou, éducation pour tous au Bénin;chemin de la chancellerie 14130 Saint Hymer;Organisation de manifestation en faveur de l’éducation des enfants;209-02;1000.00
AMELINE;Nicole;Les Républicains;Association départementale de l'office centrale de coopération à l'école (O.C.C.E.);"Ecole primaire ""Les rainettes"" Le bourg 14600 Equemauville";Aide à l’animation et aux déplacements des classes primaires;214-01;2000.00
AMELINE;Nicole;Les Républicains;Club laïque Colombelles Handball;5 rue Raymond Cosson 14 460 Colombelles;Animations sportives auprès des publics jeune et féminin;219-01;7000.00
AMELINE;Nicole;Les Républicains;Association Saint Rémi;;Travaux de rénovation de l’église;224-02;1500.00
AMELINE;Nicole;Les Républicains;Association Plein Vent;Mairie de Houlgate Boulevard des Belges 14510 Houlgate;Organisation et promotion du festival Plein Vent;224-02;2000.00
AMELINE;Nicole;Les Républicains;Les amis du festival du cinéma russe de Honfleur;21 rue de la foulerie 14600 Honfleur;Organisation du festival du cinéma Russe;224-02;2000.00
AMELINE;Nicole;Les Républicains;Comité des fêtes de Saint Samson;Mairie - 12 place de l'église 14670 Saint Samson;Organisation des fêtes médiévales;224-02;2000.00
AMELINE;Nicole;Les Républicains;Association honfleuraise des vieux gréements;15 rue des logettes 14600 Honfleur;Aide à l’organisation de la venue d’un vieux gréement;224-02;5000.00
AMELINE;Nicole;Les Républicains;Off;BP 81 14360 Trouville-sur-Mer;Aide à l’organisation du festival de courts métrages Off-court;224-02;5000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Honfleur;Mairie 14600 Honfleur;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Cabourg;Espace Bruno Coquatrix Avenue de la libération 14390 Cabourg;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Villers-sur-Mer;Le Vilar  14640 Villers-sur-Mer;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Bénouville;22 les crettes perrettes 14970 Bénouville;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Surville;Résidence Clos St Quentin Rue du moulin 14130 Surville;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Comité de jumelage de Ouistreham;Hôtel de Ville Place Albert Lemarignier 14150 Ouistreham;Aide aux échanges internationaux;224-06;2000.00
AMELINE;Nicole;Les Républicains;Association Mood Action professor;11 rue Jeanne deslandes 14100 Lisieux;Aide à la parution d’un livre en faveur de la lutte contre les addictions;304-17;1000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Ensemble contre la peine de mort (ECPM);69, rue Michelet 93100 Montreuil;Fonctionnement;101-02;4000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Studio Praxis;9 boulevard de Denain, 75010 Paris;Fonctionnement;101-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Observatoire international des prisons;7 bis rue Riquet 75019 Paris;Fonctionnement;107-04;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Cordination citoyenne nationale Pas sans Nous;47 avenue Pasteur - 93100 Montreuil;Fonctionnement;109-02;7000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Chifoumi;43 rue de Belfort                                  25000 Besançon;Fonctionnement;131-02;2500.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Editions L'Association;104 RUE ORDENER 75018 PARIS - France;Fonctionnement;131-02;4000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Association 4D;150-154 Rue du Faubourg Saint Martin 75010 Paris;Fonctionnement;163-01;7000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Centre culturel franco-nigérien (CCFN);BP 11413 - Niamey - Niger;Fonctionnement;185-01;4000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Centre culturel Abidjan;17, rue Lecoeur BP 175 Abidjan 17;Fonctionnement;185-01;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;APDF (Association pour le développement des droits de la femme);Avenue Cheick Zayed Immeuble Djiré ACI 2000 BP 1740 Bamako;Fonctionnement;185-01;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;LCFF Magazine (Langue et culture française et francophone);116, Esculape 34090 Montpellier;Fonctionnement;185-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Association internationale des Libraires francophones - AILF;11 rue Caillaux - 75013 Paris;Fonctionnement;185-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Matins du Monde;25 Avenue de l'observatoire            04300 Forcalquier;Fonctionnement;185-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Lycée français de Rabat;Avenue Jean Jaurès, Rabat, Maroc;Fonctionnement;185-05;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;COMEDE Comité pour la santé des exilés;Hôpital le Bicêtre BP31 94272 Le Kremlin Bicêtre Cedex;Fonctionnement;204-12;4000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Association des Jeunes filles pour la promotion de l'espace francophone;Cosa carrefour/ Commune de Ratoma Guinée Conakry;Fonctionnement;209-02;2500.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;MaliMath;BP 1740 Bamako;Fonctionnement;209-02;3000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Afrikabok Sénégal;BP 330 Rufisque - Sénegal;Fonctionnement;209-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Plateforme des ONG françaises pour la Palestine (41 associations);14 passage Dubail                                 75010 Paris;Fonctionnement;209-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Avenir Formation;"Quartier industriell Est; Bd Annassij- 20600 Sidi Bernoussi- Casablanca, Maroc";Fonctionnement;209-02;7000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Cité des mémoires étudiantes;50 Rue des Tournelles 75003 Paris;Fonctionnement;224-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Cercle Eugène Delacroix;45, avenue Friedland, 75008  Paris;Fonctionnement;224-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;L'histoire en héritage;38 rue Sainte Colette                         54500 Vandoeuvre les Nancy;Fonctionnement;224-02;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Festival Cinéma et migrations Agadir;Rue Ibn Al Arabi, Imm Al Moustakbal, 1° étage n°12- QI, Agadir;Fonctionnement;224-06;5000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Unef;127 rue de l'Ourcq - 75019 Paris;Fonctionnement;231-03;10000.00
AMIRSHAHI;Pouria;Socialiste, républicain et citoyen;Beur FM;Immeuble le Levant  - 2,  rue du Nouveau Bercy – 94220 Charenton-le-Pont;Fonctionnement;313-10;5000.00
ANDRE;François;Socialiste, républicain et citoyen;LANDUJAN;;la rénovation et la mise aux normes d'un local commercial avec logement pour l'exploitant;122-01;10000.00
ANDRE;François;Socialiste, républicain et citoyen;SAINT-LEGER-DES-PRES;;la modernisation de la rue de la Forge et des voies communales de la Guzardière, le Verger et des Lavandières;122-01;10000.00
ANDRE;François;Socialiste, républicain et citoyen;TINTENIAC;;l'aménagement d'un terrain de football en gazon synthétique;122-01;10000.00
ANDRE;François;Socialiste, républicain et citoyen;BEDEE;;la construction d'un pôle culturel attenant à la médiathèque;122-01;15000.00
ANDRE;François;Socialiste, républicain et citoyen;LE CROUAIS;;le remplacement du système de chauffage et la mise aux normes d'accessibilité des bâtiments scolaires;122-01;15000.00
ANDRE;François;Socialiste, républicain et citoyen;LANGAN;;la rénovation, le réaménagement et l'extension de la salle des sports et de ses annexes;122-01;20000.00
ANDRE;François;Socialiste, républicain et citoyen;SAINT-GONLAY;;l'extension et la mise aux normes de la salle polyvalente;122-01;20000.00
ANDRE;François;Socialiste, républicain et citoyen;SAINT-DOMINEUC;;la construction d'un pôle périscolaire;122-01;30000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association des Locataires Oliviers A Mimosas et Culturelle;Les Oliviers Bt A 11 19, Rue Albert Marquet                                                                                                                 13013 Marseille;Fonctionnement;109-02;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Loisirs et Entraide Marine Bleue;159, Bd.Charles Moretti prolongé 13014 Marseille;Fonctionnement;163-01;2500.00
ANDRIEUX;Sylvie;Députés non inscrits;Association les Ailes Bleus;8, Place du Commerce 13015 Marseille;Fonctionnement;163-01;4000.00
ANDRIEUX;Sylvie;Députés non inscrits;Centre Social Familial St-.Gabriel - Canet Bon-Secours;12, Rue Richard BP 103 13307 Marseille Cedex 14;Fonctionnement;163-01;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Animation Activité;47, Chemins des Baumillons  Villa N° 1 13015 Marseille;Fonctionnement;163-01;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Bouliste Château Signoret;Les Cèdres Bt. O 4  11, Rue des Farandoleurs 13013 Marseille;Fonctionnement;163-01;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Boules Les Lilas;11, Ae Charles Camoin Les Lilas Bt. D2  13013 Marseille;Fonctionnement;163-01;10000.00
ANDRIEUX;Sylvie;Députés non inscrits;JP.KLUB;94, chemin de Ste Marthe 13014 Marseille;Fonctionnement;163-01;10000.00
ANDRIEUX;Sylvie;Députés non inscrits;RAPN'BOX;1, Bd. Finat Duclois -  Le Petit Canet 13014 Marseille;Fonctionnement;163-01;20000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Jeunesse et Culture de Marseille;11, Rue de l'Arc 13001 Marseille;Fonctionnement;163-02;2500.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Socio Culturelle  et Sportive Jean Jo Unis;18, Avenue des Arnavaux  Groupe Jean Jaurès Bt. C2  13014 Marseille;Fonctionnement;163-02;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Jeunesse Olympique de  Saint-Gabriel;88, Chemin de Gibbes 19, Groupe Paul Strauss  Salle Gaby Laï 13014 Marseille;Fonctionnement;163-02;10000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association républicaine des anciens combattants du Canet;Arnavaut -Canet  1 Place des Etats Unis 13014 Marseille;Fonctionnement;169-03;3000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association républicaine des anciens combattants du Merlan;Centre d'Animation du Merlan  63, Avenue du Merlan  13014 Marseille;Fonctionnement;169-03;3000.00
ANDRIEUX;Sylvie;Députés non inscrits;Fédération nationale des anciens combattants;40, Chemin de Saint-Mître  à Four de Buze 13013 Marseille;Fonctionnement;169-03;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association républicaine des Anciens combattants;41, Bd Perrin  13013 Marseille;Fonctionnement;169-03;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association ASA-FRA;83, Rue des Chars  13013 Marseille;Fonctionnement;209-02;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Association Football Club Loisirs Malpassé;Les Lavandes Bt K 3 42, Avenue de Saint-Paul  13013 Marseille;Fonctionnement;219-01;5000.00
ANDRIEUX;Sylvie;Députés non inscrits;Maison Arménienne Jeunesse et Culture;12/14 Rue Saint-Bazile  13001 Marseille;Fonctionnement;224-02;20000.00
APPARU;Benoist;Les Républicains;communauté de communes de l'Argonne Champenoise;;l'acquisition d'outils de communication, d'un logiciel de protection et de filtrage, de fauteuils et d'une imprimante scanner portable dans le cadre de l'ouverture d'une Maison de Services au Public;122-01;1500.00
APPARU;Benoist;Les Républicains;MOIREMONT;;l'aménagement d'une aire de stationnement réservée aux personnes à mobilité réduite en face de la mairie;122-01;1500.00
APPARU;Benoist;Les Républicains;LA CROIX-EN-CHAMPAGNE;;la réalisation d'aménagements de sécurité et l'installation d'un radar pédagogique rue Saint Sylvain;122-01;2000.00
APPARU;Benoist;Les Républicains;SAINT-MASMES;;la réalisation de travaux de menuiserie dans le bâtiment communal, le local associatif et l'agence postale;122-01;3000.00
APPARU;Benoist;Les Républicains;SUIPPES;;l'acquisition de matériel numérique et informatique pour les écoles;122-01;4790.00
APPARU;Benoist;Les Républicains;CORMONTREUIL;;la création d'un vitrail à l'église Saint-André;122-01;5000.00
APPARU;Benoist;Les Républicains;GIVRY-EN-ARGONNE;;la réalisation de travaux de mise en accessibilité de l'entrée du cimetière, de la salle des fêtes, de la mairie, de l'église et du bureau de poste;122-01;5000.00
APPARU;Benoist;Les Républicains;HANS;;la réalisation de travaux d'aménagement et de sécurisation de la voirie;122-01;5000.00
APPARU;Benoist;Les Républicains;MINAUCOURT;;la restauration de l'habillage de l'horloge et de la couverture de la sacristie;122-01;5000.00
APPARU;Benoist;Les Républicains;NOGENT-L'ABBESSE;;l'aménagement de la salle des archives de la mairie;122-01;5000.00
APPARU;Benoist;Les Républicains;SERVON-MELZICOURT;;la réalisation de travaux de mise aux normes d'accessibilité de la salle polyvalente, de la mairie et de l'église;122-01;5000.00
APPARU;Benoist;Les Républicains;SIVRY-ANTE;;la réhabilitation du lavoir de Sivry;122-01;5000.00
APPARU;Benoist;Les Républicains;SOMMEPY-TAHURE;;la création d'un nouveau terrain de football;122-01;5000.00
APPARU;Benoist;Les Républicains;SOMME-TOURBE;;la rénovation de la mairie;122-01;5000.00
APPARU;Benoist;Les Républicains;AUBERIVE;;la mise en accessibilité de la salle des fêtes et de la mairie et la rénovation et l'extension de la salle des fêtes;122-01;5500.00
APPARU;Benoist;Les Républicains;JONCHERY-SUR-SUIPPE;;la mise en accessibilité du foyer rural et de la mairie;122-01;5500.00
APPARU;Benoist;Les Républicains;SAINTE-MARIE-A-PY;;la réalisation de travaux d'éclairage public rue Damont;122-01;6000.00
APPARU;Benoist;Les Républicains;SAINTE-MENEHOULD;;la réhabilitation complète du terrain de football en herbe et l'aménagement d'un nouveau vestiaire;122-01;8045.00
APPARU;Benoist;Les Républicains;VIENNE-LE-CHATEAU;;l'aménagement de stationnements et la mise en accessibilité de la place du Monument aux Morts;122-01;30000.00
APPARU;Benoist;Les Républicains;MCMVA;Sainte-Ménéhould;Fonctionnement;163-01;2200.00
APPARU;Benoist;Les Républicains;Football Club Saint-Gibrien / Matougues;Saint-Gibrien;Fonctionnement;163-01;2500.00
APPARU;Benoist;Les Républicains;L'Aiglonne;;Fonctionnement;163-01;5000.00
APPARU;Benoist;Les Républicains;Les Amis de Nauroy et de l’église de Beine;Beine-Nauroy;Fonctionnement;224-02;2000.00
APPARU;Benoist;Les Républicains;Association des amis du Château de Braux-Sainte-Cohière;Braux Sainte Cohière;Fonctionnement;224-02;5000.00
APPERE;Nathalie;Socialiste, républicain et citoyen;LANRIGAN;;la modernisation de voies communales (programme 2016);122-01;15000.00
APPERE;Nathalie;Socialiste, républicain et citoyen;SAINT-GREGOIRE;;la rénovation de la toiture du groupe scolaire Paul Emile Victor;122-01;19000.00
APPERE;Nathalie;Socialiste, républicain et citoyen;DINGE;;la rénovation du bâtiment communal accueillant les services de la Poste;122-01;20000.00
APPERE;Nathalie;Socialiste, républicain et citoyen;LIVRE-SUR-CHANGEON;;la mise en sécurité de voiries dans le centre bourg et à proximité de l'école des Korrigans;122-01;22000.00
APPERE;Nathalie;Socialiste, républicain et citoyen;SAINT-GONDRAN;;l'aménagement et la sécurisation de la rue de la Touche Mulon en centre-bourg;122-01;32000.00
ARIF;Kader;Socialiste, républicain et citoyen;LACROIX-FALGARDE;;l'acquisition d'un porte-outils, d'équipement de désherbage et d'un broyeur pour le service technique;122-01;1300.00
ARIF;Kader;Socialiste, républicain et citoyen;LABASTIDE-BEAUVOIR;;la construction d'un préau au groupe scolaire;122-01;5000.00
ARIF;Kader;Socialiste, républicain et citoyen;FOLCARDE;;la réalisation de travaux de rénovation de l'église;122-01;10000.00
ARIF;Kader;Socialiste, républicain et citoyen;LA SALVETAT-LAURAGAIS;;la réhabilitation de l'église Saint-Eloi;122-01;11000.00
ARIF;Kader;Socialiste, républicain et citoyen;AYGUESVIVES;;l'équipement mobilier de la future médiathèque;122-01;20000.00
ARIF;Kader;Socialiste, républicain et citoyen;communauté de communes Cap Lauragais;;l'équipement de l'accueil de loisirs sans hébergement intercommunal situé à Villefranche-de-Lauragais;122-01;27700.00
ARIF;Kader;Socialiste, républicain et citoyen;TREBONS-SUR-LA-GRASSE;;la réhabilitation de l'ancienne école en mairie;122-01;30000.00
ARIF;Kader;Socialiste, républicain et citoyen;Le Refuge - Antenne Toulouse;EDL - Centre LGBT - 38 rue d'Aubuisson 31000 Toulouse;aménagement du local d’accueil de jour, ateliers pédagogiques et thérapeutiques, actions de prévention et de communication;137-12;2000.00
ARIF;Kader;Socialiste, républicain et citoyen;Action Femmes 31;53 avenue Honoré Serres 31000 Toulouse;développement de la plateforme d’elearning (aide à la création d’emploi);137-12;2000.00
ARIF;Kader;Socialiste, républicain et citoyen;Handisport 31;Maison des Sports, 190 rue Isatis 31 670 Labège;achat de matériel et fauteuils de sport;157-04;2200.00
ARIF;Kader;Socialiste, républicain et citoyen;L'Eveil;7 place Stalingrad 81500 Lavaur;création d’un musée régional retraçant l’histoire des français d’Algérie;163-02;1000.00
ARIF;Kader;Socialiste, républicain et citoyen;Les petits citoyens;150 rue des poissonniers 75883 Paris;kit d’action pédagogique d’éveil à la citoyenneté sur la laïcité - classes de CM2 de la circonscription;163-02;3500.00
ARIF;Kader;Socialiste, républicain et citoyen;volontaires du 8e RPIMa;Quartier Fayolle, 68 ave Jacques Desplat, 81100 Castres;"rénovation de la salle de sport ; création d’un espace crossfit, achat de matériel adapté aux blessés";169-03;5000.00
ARIF;Kader;Socialiste, républicain et citoyen;Secours populaire;6 rue des écoles  31320 Castanet-Tolosan;faire face à l’accroissement des sollicitations de personnes en difficultés;177-11;3300.00
ARIF;Kader;Socialiste, républicain et citoyen;St Orens XV;rue du stade 31650 St Orens de Gameville;achat de matériels et équipements sportifs;219-01;1000.00
ARIF;Kader;Socialiste, républicain et citoyen;Union Sportive Castanéenne;complexe sportif de Lautard - chemin d'Augustin 31320 Castanet-Tolosan;achat de matériels administratif, d’équipements sportif, d’un minibus;219-01;5000.00
ARRIBAGE;Laurence;Les Républicains;Union Sportive de Quint-Fonsegrives;QUINT-FONSEGRIVES;Participation au financement des évènements interclubs;219-01;2000.00
ARRIBAGE;Laurence;Les Républicains;Toulouse Saint Jo Football S.C;TOULOUSE;Achat de nouveaux maillots;219-01;3000.00
ARRIBAGE;Laurence;Les Républicains;Christine de Suède, l'Européenne;SAINT-FELIX DE LAURAGAIS;Projet culturel sur la thématique de l’Europe;224-02;1000.00
ARRIBAGE;Laurence;Les Républicains;Ensemble au Val de Limayrac;TOULOUSE;Organisation de manifestations culturelles pour les habitants du quartier Val de Limayrac;224-02;2000.00
ARRIBAGE;Laurence;Les Républicains;Association des Amis de l'Orchestre de Chambre de Toulouse;COLOMIERS;Participation aux actions d’éducation musicale à destination de jeunes publics;224-02;2500.00
ARRIBAGE;Laurence;Les Républicains;Jerkov;TOULOUSE;Organisation du festival des Intimités;224-02;4000.00
ARRIBAGE;Laurence;Les Républicains;Des Étoiles et des Ailes;BLAGNAC Cedex 6;Organisation du Festival de l’Aéronautique et du Spatial;224-02;5000.00
ARRIBAGE;Laurence;Les Républicains;Association pour l'Histoire de l'Ordre de S. Dominique en France et en Europe (A.H.O.D.E.);TOULOUSE;Animations du 8ème centenaire de l’Ordre des Prêcheurs;232-04;2000.00
ARRIBAGE;Laurence;Les Républicains;S.O.S. Amitiés Toulouse Midi-Pyrénées;TOULOUSE Cedex 06;Formation des écoutants bénévoles;304-17;1000.00
ARRIBAGE;Laurence;Les Républicains;Pro Avenir Jeunes;TOULOUSE;Participation au financement d’entretiens d’orientation et d’accompagnement des jeunes issus de familles en difficulté;304-17;1500.00
ARRIBAGE;Laurence;Les Républicains;Assocation Nationale le Refuge;TOULOUSE;Financement de l’aménagement d’un local d’accueil de jour des jeunes pris en charge;304-17;2000.00
ARRIBAGE;Laurence;Les Républicains;La Porte Ouverte;TOULOUSE;Financement des actions de communication à destination du grand public;304-17;2000.00
ARRIBAGE;Laurence;Les Républicains;Oscar's Angels;BLAGNAC;Financement de la décoration des murs de l’unité pédiatrique de l’hôpital Riquet;304-17;2000.00
ARRIBAGE;Laurence;Les Républicains;Association Saint-Simon Environnement;TOULOUSE;Édition d’un magazine d’informations;113-01;1000.00
ARRIBAGE;Laurence;Les Républicains;GAURE;;Installation d'un système de vidéo protection place de la Mairie;122-01;1500.00
ARRIBAGE;Laurence;Les Républicains;DREMIL-LAFAGE;;Amélioration de l'équipement des locaux scolaires dans le cadre du développement du numérique à l'école et pour le confort des élèves;122-01;2819.00
ARRIBAGE;Laurence;Les Républicains;SAINT-PIERRE;;Construction d'un garage;122-01;5000.00
ARRIBAGE;Laurence;Les Républicains;BONREPOS-RIQUET;;Création d'un espace de réception-séminaire-exposition dans le complexe Orangerie-Maison du Jardinier du Château;122-01;10000.00
ARRIBAGE;Laurence;Les Républicains;QUINT-FONSEGRIVES;;Aménagement d'une aire de jeux;122-01;10000.00
ARRIBAGE;Laurence;Les Républicains;"Association des Commerçants ""Saint-Georges, mon quartier !""";TOULOUSE;Organisation de la fête annuelle;134-02;1000.00
ARRIBAGE;Laurence;Les Républicains;"Association des Commerçants Bouquières-Mage-Canard-Place Rouaix- Rue du Languedoc ""Triangle d'Oc""";TOULOUSE;Organisation de la fête de quartier;134-02;1000.00
ARRIBAGE;Laurence;Les Républicains;Association des Commerçants de Firmis 2;TOULOUSE;Organisation de la fête du centre commercial;134-02;1000.00
ARRIBAGE;Laurence;Les Républicains;Association des Commerçants de la rue Croix-Baragnon et de la rue des Arts;TOULOUSE;Organisation de la fête du Printemps;134-02;1500.00
ARRIBAGE;Laurence;Les Républicains;Union des Comerçants, Libéraux et Artisans Saint-Exupéry / Pont des Demoiselles;TOULOUSE;Fonctionnement;134-02;1500.00
ARRIBAGE;Laurence;Les Républicains;Association des Commerçants de Guilhemery, Camille Pujol et Jean Chaubet (ACGPC);TOULOUSE;Organisation d’animations de rue;134-02;2000.00
ARRIBAGE;Laurence;Les Républicains;Jeunes Agriculteurs de Haute-Garonne;TOULOUSE Cedex 7;Organisation de la Fête des Moissons;154-13;1500.00
ARRIBAGE;Laurence;Les Républicains;UNAFAM Haute-Garonne;TOULOUSE;Organisation d’activité d’écoute et de soutien aux familles et amis de personnes malades et handicapés psychiques;157-01;1000.00
ARRIBAGE;Laurence;Les Républicains;FNATH Grand Sud;AUCAMVILLE;Réaménagement des locaux d’accueil des personnes malades et accidentées de la vie;157-01;2000.00
ARRIBAGE;Laurence;Les Républicains;Association départementale des parents et amis de personnes en situation de handicap mental - ADAPEI 31;TOULOUSE;Achat de matériel pour les activités physiques de pleine nature à destination des personens handicapées;157-01;3076.00
ARRIBAGE;Laurence;Les Républicains;Foyer des Anciens du Château de l'Hers - Pierre BAUDIS;TOULOUSE;Renouvellement du matériel informatique de l’association;157-05;1000.00
ARRIBAGE;Laurence;Les Républicains;Club du 3ème âge Ormeau - Montaudran;TOULOUSE;Achat de matériel pour les activités du club;157-05;1000.00
ARRIBAGE;Laurence;Les Républicains;Club Séniors Saint-Michel;TOULOUSE;Participation aux activités culturelles à destination des séniors;157-05;1000.00
ARRIBAGE;Laurence;Les Républicains;Club Amitiés et Loisirs des Aînés du Pont des Demoiselles;TOULOUSE;Achat de matériel à destination des activités séniors;157-05;1000.00
