Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de Noisiel","28 place Emile Menier 77186 NOISIEL","remplacement des menuiseries extérieures du batiment du groupe scolaire des Tilleuls (1ere tranche)",30000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de Chelles","Parc du Souvenir Emile Fouchard 77505 CHELLES Cedex","Rénovation Restaurant Ecole Jules Ferry",13000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de Chelles","Parc du Souvenir Emile Fouchard 77505 CHELLES Cedex","Aménagement Préau Fermé de l'école élémentaire Grande Prairie",33500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de Bohain en Vermandois","02110 BOHAIN EN VERMANDOIS","réfection de la voie des Dames",30000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Montbrehain","02110 MONTBREHAIN","Réfection du trottoir rue de Chantraine",7000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Montigny-en-Arrouaise","02110 MONTIGNY-EN-ARROUAISE","aménagement d'un arrêt de bus scolaire",2100.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Crupilly","02120 CRUPILLY","enfouissement des réseaux téléphoniques place de la mairie",4000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Flavigny-le-Grand-et-Beaurain","02120 FLAVIGNY LE GRAND ET BEAURAIN","travaux de voierie rue de la Gare",2000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Hauteville","02120 HAUTEVILLE","aménagement de la rue de la Poterie",7000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Noyales","02120 NOYALES","réaménagement de l'ancien cimetière",6000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Syndicat scolaire de Sains-Richaumont","02120 SAINS-RICHAUMONT","construction d'un campus scolaire",10000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Wiège-Faty","02120 WIEGE-FATY","installation d'une porte d'entrée et d'un escalier à l'ancien presbytère",3900.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Vervins","02140 VERVINS","remplacement de la chaudière du stade de la Fontaine des Prêtres",1700.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Fesmy le Sart","02170 FESMY-LE-SART","mise en accessibilité des bâtiments communaux",6000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Thiernu","02250 THIERNU","travaux de drainage sous la voie ferrée",7000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Gergny","02260 LA CAPELLE","remplacement des portes de la salle des associations",3000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Lerzy","02260 LERZY","création d'une allée goudronnée entre la voie communale et la rampe d'accès à la mairie",2000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Agnicourt-Séchelles","02340 AGNICOURT-SECHELLES","renouvellement de poteaux incendie",2300.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Thenelles","02390 THENELLES","remplacement des menuiseries de l'école maternelle et primaire",3000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Bucilly","02500 BUCILLY","réfection de la toiture du clocher",7000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Hirson","02500 HIRSON","acquisition d'un véhicule et de plateaux-repas isothermes pour le portage de repas à domicile",6975.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Etreux","02510 ETREUX","transformation de l'ancien terrain de tennis en terrain multisport",7000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"Commune de Sorbais","02580 SORBAIS","construction d'une salle des associations",12000.00,BRICOUT,Jean-Louis,Aisne,SRC,122-01,PA605069
"IDF Ukraine","2, résidence d'Estienne d'Orves 91120 Palaiseau","Construction d'orphelinats en Ukraine.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
"Semaf Bamako","1, place Pierre et Marie Curie 94 260 Fresnes","Entretien et développement d'un orphelinat au Mali.",20000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
Respir,"1, rue Albert Thomas 94260 Fresnes","Solidarité internationale.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
"Les restos du cœur de Fresnes","17, bd Stalingrad 94260 Fresnes","Achat d'un véhicule frigorifique pour transporter les denrées alimentaires.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,304-14,PA672
"Association Amicale & Sprotive de  Fresnes
(section Tennis)","3 ter rue Auguste Daix
94260 Fresnes","Développement de l'association sportive de Fresnes et entretien des équipements sportifs.",30000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,219-01,PA672
"Des clics et des briques","41, avenue de la mairie 94260 Fresnes","construction de puits et entretien d'une école en Gambie.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
"CAL (Club Athlétique de l'Haÿ-les-Roses)","42, avenue du Général de Gaulle 94240 l'Haÿ-les-Roses","Organisation d'une course à pied avec la présence d'équipes internationales.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,219-01,PA672
"Jazz à Chevilly-Larue","65, rue Petit Leroy 94550 Chevilly-Larue","Accompagnement de l'association dans un projet logistique de classement d'un fonds documentaire, musical et filmographique sur le jazz.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,224-02,PA672
"Nouro Te Wouté","8, rue du Château - 94150 Rungis","Solidarité internationale - achats de matériels scolaires pour des écoles au Sénégal.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
"Les amis d'Akany - Soa","Chez M. Laurent Chaumon - 5, allée Charles Chaplin 94260 Fresnes","Construction d'un centre de formation sur la nutrition et l'hygiène à Madagascar.",10000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,209-02,PA672
VERSATORIO,"309 rue des Deymes 38420 LE VERSOUD Mr Daniel IBOUD Président","Mise en valeur et protection du patrimoine de la commune",3000.00,BROTTES,François,Isère,SRC,175-01,PA680
"AMD Aide médicale et Développement","14 rue Colbert 38000 GRENOBLE","Expatriés qui partent dans différentes missions humanitaires (Arménie, La Guinée, Le Sénégal, Madagascar, Tanzanie, Bengladesh, Le Laos",2000.00,BROTTES,François,Isère,SRC,209-02,PA680
"District de l'Isère de Football","2 bis Rue Pierre de Coubertin 38360 SASSENAGE","Extention pour la création d'une grande salle de formation ainsi que des bureaux, la mise aux normes du RDC pour les personnes à mobilité réduite etc …",5000.00,BROTTES,François,Isère,SRC,219-01,PA680
"US ST EGREVE HAND BALL","2, rue de s brieux - 38120 ST EGREVE","Excellents résultats, seule équipe de l'agglomération grenobloise à évoluer à ce niveau",2000.00,BROTTES,François,Isère,SRC,219-01,PA680
"CIE LANABEL","200 grande rue 38530 BARRAUX Mr François DENEULIN","Lancement d'une nouvelle création ATROPOS en lien avec le Burkina Faso",2000.00,BROTTES,François,Isère,SRC,224-02,PA680
"Association Montbruno La Cartusienne","38380 ST PIERRE DE CHARTREUSE","Travaux d'aménagement PMR dans le centre de vacances de Montbruno",5000.00,BROTTES,François,Isère,SRC,163-01,PA680
"Comité PEGOUD","38620 MONTFERRAT","Célébrer la mémoire de l'aviateur PEGOUD",2000.00,BROTTES,François,Isère,SRC,175-01,PA680
"Association du MAS CACHÉ ASMAC","38950 ST MARTIN LE VINOUX","ont été victimes de l'effondrement d'une partie d'une galerie des ciments vicats en janvier 2011",2000.00,BROTTES,François,Isère,SRC,163-01,PA680
"MANICOMI Théatre","396 rue Henri Giraud 38420 LE VERSOUD","Promouvoir un spectacle",2000.00,BROTTES,François,Isère,SRC,224-02,PA680
"Association AUSSITOTDIT THEATRE","48, placde la cluse 38920 CROLLES Mr V.GIROUTROU Metteur en scène","Compagnie Théatrale indépendante oeuvrant sur la circo depuis de nombreuses années",2000.00,BROTTES,François,Isère,SRC,175-01,PA680
"POLE MUSICAL D'INNOVATION","51 Bld Gambetta 38000 GRENOBLE Mr SIGNORET 07 62 91 36 65","Organisation de concerts pour des publics empechés (maison de retraites, malades)",2000.00,BROTTES,François,Isère,SRC,224-02,PA680
"Résidence Mutualiste Les Solambres","674 avenue de Savoie 38660 LA TERRASSE","Dépenses de fonctionnement",20000.00,BROTTES,François,Isère,SRC,157-05,PA680
"Compagnie Trio Mineur","Le petit angle - 1 rue du Président Carno GRENOBLE","Pièce de Théatre LE PETIT PRINCEAccompagner un travail de création",2000.00,BROTTES,François,Isère,SRC,224-02,PA680
"ASSOCIATION ECOLE DU CHAT LIBRE DE GRENOBLE ET AGGLOMERATION","Mme CHANEL - 3 Traverse Gallice 38100 GRENOBLE","Besoin de bons de stérilisations",2000.00,BROTTES,François,Isère,SRC,206-02,PA680
"OFFICE DU TOURISME DU GRESIVAUDAN","Mme Denise CUGNOLIO - 21 rue Laurent Gayet - 38530 PONTCHARRA",,5000.00,BROTTES,François,Isère,SRC,175-01,PA680
"Association Histoire, Femmes et sociétés Revue Clio","Mme Françoise THEBAUD 1, bis rue de la Gare 38120 ST EGREVE","Recherche et publication de revue",2000.00,BROTTES,François,Isère,SRC,175-01,PA680
"Club de Presse et des Médias de Grenoble","Mme Isabelle DOUCET SARDIN 1, place André Malraux 38000 GRENOBLE","Pérenniser le fonctionnement du Club de presse et mener à bien l'ensemble des projets",1500.00,BROTTES,François,Isère,SRC,180-02,PA680
"Ecole de MUSIQUE","Mme Natahlie BOUAKKAZ - 6 avenue Jules Ferry - 38380 ST LAURENT DU PONT","Festival international de musiques universitaires",2000.00,BROTTES,François,Isère,SRC,224-02,PA680
"Association sportive des jeunes footballeurs de DOMENE","Mr Christian MICHEL Président- Maison Victor Hugo Rue Gustave Rivet 38420 DOMENE","Recherche sponsors",1000.00,BROTTES,François,Isère,SRC,219-01,PA680
"Les Amis du parc de Chartreuse","Mr Jean Louis BARBON 38380 ST PIERRE EN CHARTREUSE","Projets et sorties découvertes dans 3 domaines principaux l'eau; l'environnement et le patrimoine",3000.00,BROTTES,François,Isère,SRC,113-07,PA680
"JUDO de DOMENE","Mr LHOST -102 rue de l'oratoire 38420 LE VERSOUD","Coûts de déplacements élevés suite ligue Rhône-Alpes puis Paris",1000.00,BROTTES,François,Isère,SRC,219-01,PA680
"HARMONIE et RALLYE -BREDA ALLEVARD","Mr MONNET Jean Noel - 80 Avenue Louis Gerin 38580 ALLEVARD","110ème anniversaire du Groupe de Trompes de chasse",1500.00,BROTTES,François,Isère,SRC,224-02,PA680
"Association MASSIEU CYCLOTOURISME","Mr PIVOT PAJOT Gérard - Le Bourg 38620 MASSIEU","Création d'une école de cyclotourisme pour les enfants de 9 à 18 ans",1500.00,BROTTES,François,Isère,SRC,219-01,PA680
"Syndicat d'élevage du Cheval En Dauphiné","Mr Roger ROUX FOUILLET ST PIERRE DE CHARTREUSE","Organisation de différents concours",2000.00,BROTTES,François,Isère,SRC,175-14,PA680
"CRECHE LOU P'TIOTS","Parc régional de chartreuse 38950 QUAIX EN CHARTREUSE",,5000.00,BROTTES,François,Isère,SRC,106-01,PA680
"Association l'EPHEMERE - FESTIVAL RENCONTRES BREL","Place de la Mairie 38380 ST PIERRE DE CHARTREUSE",,20000.00,BROTTES,François,Isère,SRC,224-02,PA680
TRANSOCEANS,"ZA de champ Sept Laux - Allée Alberto Santos Dumont -38190 CHAMP PRES FROGES","Aventure LA TRANSMANCHE",10000.00,BROTTES,François,Isère,SRC,113-07,PA680
"MAIRIE DE MIRIBEL LES ECHELLES","1 place du Village 38380 MIRIBEL LES ECHELLES","CHANGEMENT D'OPERATION : Création d'un cheminement piéton route du bourg",15000.00,BROTTES,François,Isère,SRC,122-01,PA680
"Mairie de LA TERRASSE","102, place de la Mairie 38660 LA TERRASSE","Aménagement d'un chemin piétonnié - chemin du Bouchet",10000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DU VERSOUD","309 rue des Deymes 38420 LE VERSOUD","Restauration d'un tableau d'Alexandre Debelle qui orne le chœur de l'église",3000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE MURIANETTE","38420 MURIANETTE","CHANGEMENT D'OPERATION : Réfection de la couverture du Batiment de la Mairie",5000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DU MOUTARET","38580 LE MOUTARET","Changement d'opération Restructuration de la station de pompage",20000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE ST SULPICE DES RIVOIRES","38620 SAINT SULPICE DES RIVOIRES","CHANGEMENT D'OPERATION : Sécurisation de l'église et du Batiment Ecole Mairie",8000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE SARCENAS","38700 SARCENAS","Rénovation et mutation de l'ancienne cure en Mairie et aménagement des abords de la future  mairie",15000.00,BROTTES,François,Isère,SRC,122-01,PA680
"COMMUNAUTE DE COMMUNE CHARTREUSE GUIERS","4, place du Xème Groupement - 38380 ST LAURENT DU PONT","CHANGEMENT D'OPERATION : Extension et modification des caves de la coopérative laitière de Chartreuse",25000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE ST CHRISTOPHE SUR GUIERS","8, place de la Mairie- Le Bourg - 38380 ST CHRISTOPHE SUR GUIERS","Rénovation de la Nef et du chœur de l'église 2ÈME TRANCHE DES TRAVAUX",10000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE VELANNE","Le Bourg 38620 VELANNE","Construction d'une cantine scolaire polyvalente",10000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE ST BERNARD DU TOUVET","Le Pelloux ST BERNARD DU TOUVET","Construction d'un abris à sel",5000.00,BROTTES,François,Isère,SRC,122-01,PA680
"MAIRIE DE MONT SAINT MARTIN","Lieudit Fochaire - 38120  MONT ST MARTIN","Projet de recomposition de l'entrée du Village",20000.00,BROTTES,François,Isère,SRC,122-01,PA680
"ADAR CIVAM","10 rue d'Olmor - 36400 LA CHATRE","Achat Matériel informatique",2400.00,BRUNEAU,Isabelle,Indre,SRC,154-14,PA606745
"LE SON CONTINU","134 Rue Nationale - 36400 LA CHATRE","Fonctionnement et Festival",5000.00,BRUNEAU,Isabelle,Indre,SRC,224-02,PA606745
APF,"2/3 place de Champagne - 36000 CHATEAUROUX","Achat véhicule pour personnes à mobilité réduite",3000.00,BRUNEAU,Isabelle,Indre,SRC,157-04,PA606745
"SOLIDARITE ACCUEIL","20 av Charles de Gaulle - BP 148 - 36003 CHATEAUROUX cedex","Achat broyeur de branches",3000.00,BRUNEAU,Isabelle,Indre,SRC,113-07,PA606745
"L'AUTRE CONCERT","32 allée des Fauvettes - 36110 LEVROUX",Festival,2000.00,BRUNEAU,Isabelle,Indre,SRC,224-02,PA606745
"ANIM LEVROUX","36 avenue du Général Leclerc - 36110 LEVROUX",Carnaval,1000.00,BRUNEAU,Isabelle,Indre,SRC,163-01,PA606745
"INDRE NATURE","44 avenue François Mitterrand - 36000 CHATEAUROUX","Matériel Informatique",3000.00,BRUNEAU,Isabelle,Indre,SRC,113-07,PA606745
"MUSICIENS ENSEMBLE","Cyril HUVE Les Chattons - 36400 CHASSIGNOLLES","Festival de Pentecôte",3000.00,BRUNEAU,Isabelle,Indre,SRC,224-02,PA606745
"RENCONTRE DES ARTS","Mairie - 36230 MERS SUR INDRE","Promotion et Découverte Art Contemporain Festival",2000.00,BRUNEAU,Isabelle,Indre,SRC,224-02,PA606745
"ACI HAND ISSOUDUN","rue des Champs d'Amour - 36100 ISSOUDUN","Acquisition véhicule pour Handisport",5500.00,BRUNEAU,Isabelle,Indre,SRC,157-04,PA606745
SEGRY,"Mairie - 36100 SEGRY","Restauration Eglise Saint-Martin",5000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"RPI BAUDRES BOUGES LE CHÂTEAU ROUVRE LES BOIS","Mairie - 36110 BOUGES LE CHÂTEAU","Acquisition matériel informatique",2700.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"BOUGES LE CHÂTEAU","Mairie - 36110 BOUGES LE CHÂTEAU","Extension du réseau d'assainissment",15000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"ROUVRE LES BOIS","Mairie - 36110 BOUGES LE CHÂTEAU","Enfouissement des réseaux électriques et téléphoniques",19000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
AMBRAULT,"Mairie - 36120 AMBRAULT","Amenagement Aire de Jeux et Jardin Public",8000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"MERS SUR INDRE","Mairie - 36230 MERS SUR INDRE","Travaux Mairie et Logement communal suite incendie en août 2013",14800.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
MONTIPOURET,"Mairie - 36230 MONTIPOURET","Réhabilitation d'une grange",8000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"LE POINCONNET","Mairie - 36330 LE POINCONNET","Rénovation et extension de Mairie",5600.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
FAVEROLLES,"Mairie - 36360 FAVEROLLES","Restauration de l'Eglise Notre Dame",12000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"LOUROUER ST LAURENT","Mairie - 36400 LOUROUER ST LAURENT","Réfection de la voie communale 104",7000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"VERNEUIL S/IGNERAIE","Mairie - 36400 VERNEUIL SUR IGNERAIE","Construction d'un colombarium",3000.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"maison du peuple","1 impasse de tréguier 29600 morlaix",fonctionnement,5000.00,BUI,Gwenegan,Finistère,SRC,163-01,PA642739
"genets d'or","foyer de vie de kérozal 29670 taulé",fonctionnement,10000.00,BUI,Gwenegan,Finistère,SRC,157-04,PA642739
"assoc. d place","rue yves prigent 29600 morlaix",fonctionnement,5000.00,BUI,Gwenegan,Finistère,SRC,102-02,PA642739
botshorel,"10 place de l'église 29650 botshorel","réhabilitation cantine scolaire +extension garderie",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
taulé,"12 place de la mairie 29670 taulé","rénovation salle des sports",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
plouégat-moysan,"16 hent ti ker 29650 plouégat-moysan","rénovation salle polyvalente",10000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
cléder,"place charles de gaulle 29233 cléder","réhabilitation salle omnisports",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
"st martin des champs","place de la barrière 29600 st martin des champs","construction médiathèque",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
"st jean du doigt","place tanguy prigent 29630 st jean du doigt","aménagement salle du trésor",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
garlan,"place yves laviec 29610 garlan","extension école",15000.00,BUI,Gwenegan,Finistère,SRC,122-01,PA642739
"Association Sportive Béageoise (ASB)","07630 LE BEAGE","Reconstructrion de vestiaires et aménagement des locaux sportifs",1000.00,BUIS,Sabine,Ardèche,SRC,219-01,PA605261
"Restaurant du Cœur- les Relais du Cœur de l'Ardèche","17 boulevard de Lancelot 07000 PRIVAS","Soutien aux actions conduites en faveur des personnes les plus démunies et  à la création d'un nouveau centre en Sud 07",6000.00,BUIS,Sabine,Ardèche,SRC,304-14,PA605261
"Centre socioculturel ASA (Animation Sociale d'Aubenas)","18, avenue de Sierre 07200 AUBENAS","Soutien aux actions conduites en faveur d'un public ""jeunes"" et aquisition de materiel pour améliorer les conditions d'accueil",6000.00,BUIS,Sabine,Ardèche,SRC,163-01,PA605261
"Boucles Drome Ardèche Organisation","18, Les Fontaines 07120 RUOMS","Soutien aux actions de promotion et de developpement d'activités sportives, éducatives et sociales",3000.00,BUIS,Sabine,Ardèche,SRC,219-01,PA605261
"Association ""en marche avec Maelys""","25, chemin de la madeleine 07200 AUBENAS","Soutien aux actions de l'association",1000.00,BUIS,Sabine,Ardèche,SRC,204-12,PA605261
"Crêche Halte Garderie Les P'tits Loups (Vals les Bains)","3,boulevard de Vernon 07600 VALS LES BAINS","Réalisation de travaux et amélioration des conditions d'accueil des enfants",1000.00,BUIS,Sabine,Ardèche,SRC,106-01,PA605261
"Vaincre la Mucoviscidose","42,avenue Paul Ribeyre 07600 VALS LES BAINS","Soutien aux actions conduites en faveur des malades et leurs familles",3000.00,BUIS,Sabine,Ardèche,SRC,204-12,PA605261
"France Alzheimer Ardèche","8,Rue Jean Jaurés 07200 AUBENAS","Soutien aux actions conduites en faveur des malades et leurs familles",1000.00,BUIS,Sabine,Ardèche,SRC,204-14,PA605261
"Association Grand Ecran- la maison de l'image (Aubenas)","9,boulevard de provence 07200 AUBENAS","Soutien aux actions de promotion et developpement d'itinérance culturelle dans le domaine de l'audiovisuel et la diffusion cinématographique",8000.00,BUIS,Sabine,Ardèche,SRC,224-02,PA605261
"Confrérie des Bateliers de l'Ardèche","BP 48 07120 RUOMS","Projet de construction de barques traditionnelles",5000.00,BUIS,Sabine,Ardèche,SRC,219-01,PA605261
"Comité d'Animation de St Privat","Les bochières 07200 ST PRIVAT","Soutien à l'organisation, la promotion et le developpement de manifestations culturelles et sportives",3000.00,BUIS,Sabine,Ardèche,SRC,224-02,PA605261
"Karaté Shotokan Pradois","Les moulins de Champagne 07380 MEYRAS","Soutien aux actions de promotion et de developpement d'activités sportives, éducatives et sociales",2000.00,BUIS,Sabine,Ardèche,SRC,219-01,PA605261
