Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"ASL foot","490 avenue Lauragais - 31860 Labarthe-sur-Lèze","Club de football",3000.00,BORGEL,Christophe,Haute-Garonne,SRC,219-01,PA606363
"ESP Foot-Entente","M.Hoareau - 2 chemin Malassang - 31120 Pinsaguel","Club de football",5000.00,BORGEL,Christophe,Haute-Garonne,SRC,219-01,PA606363
"Pelote basque portésienne","P.Darphin - 30 rue Joachim du Bellay - 31120 Roques-sur-Garonne","Club de pelote basque",3000.00,BORGEL,Christophe,Haute-Garonne,SRC,219-01,PA606363
"Racing Portet Basket","P.Herrera - 1 avenue Pierre de Courbertin - 31120 Portet-sur-Garonne","Club de basket-ball",3000.00,BORGEL,Christophe,Haute-Garonne,SRC,219-01,PA606363
"Roques en fête","Place Jean-Jaurès - 31120 Roques","Association d'organisation d'événements - comité des fêtes",5000.00,BORGEL,Christophe,Haute-Garonne,SRC,163-01,PA606363
"Juventus Papus","Stade Les Merlettes - Allée de Guyenne - 31100 Toulouse","Club de football",6000.00,BORGEL,Christophe,Haute-Garonne,SRC,219-01,PA606363
"Commune de Portet-sur-Garonne","1 rue de l'Hôtel de Ville - BP90073 - 31121 Portet","Rénovation façades de l'école maternelle Jean Jaurès",25000.00,BORGEL,Christophe,Haute-Garonne,SRC,122-01,PA606363
"Commune de Roquettes","6 rue Clément Ader - 31120 Portet","Acquisition de matériel pour la salle des Fêtes Jean Ferrat",4000.00,BORGEL,Christophe,Haute-Garonne,SRC,122-01,PA606363
"Commune de Ramonville-St-Agne","place Charles de Gaulle - BP 82486 - 31524 Ramonville St Agne","financement travaux de sécurité incendie et acquisition fauteuils cinéma L'Autan",30000.00,BORGEL,Christophe,Haute-Garonne,SRC,122-01,PA606363
"Canoë kayak sport Libourne","21 rue Léo Lagrange - 33500 Libourne",sports,2000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Stade Foyen Rugby","30 rue du IV septembre - 33220 Sainte-Foy la Grande",sports,4000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Hand Club Libourne","36 rue du 1er R.A.C. - 33500 Libourne",sports,3000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Union Athlétique Libournaise Rugby","42 rue du 1er R.A.C. - 33500 Libourne",sports,4000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Société de l'Histoire du Protestantisme dans la Vallée de la Dordogne","6 bis rue Chanzy - BP 9 - 33220 Sainte-Foy-la-Grande",culture,2000.00,BOUDIÉ,Florent,Gironde,SRC,175-01,PA606507
"Club nautique de Libourne (avirons)","6 Le Pré au Temple - 33500 Les Billaux",sports,2000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Association Chapelle royale Notre Dame de Condat","8 impasse Cassan - 33500 Libourne",culture,6000.00,BOUDIÉ,Florent,Gironde,SRC,175-01,PA606507
"Boule d'Or Castillon-la-Bataille","Hôtel des voyageurs - 33350 Castillon-la-Bataille",sports,1000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Association pour la rénovation de l'église Saint-Martin de Nérigean","La Cabiraque - 33750 Nérigean",culture,4000.00,BOUDIÉ,Florent,Gironde,SRC,175-01,PA606507
"Association cinéma La Brèche Sainte-Foy-la-Grande","Mairie - 1 Place Gambetta - 33220 Sainte-Foy-la-Grande",culture,2000.00,BOUDIÉ,Florent,Gironde,SRC,224-02,PA606507
"Sauvegarde du patrimoine de Saint-Germain-la-Rivière","Mairie - 33240 Saint-Germain-la-Rivière",culture,3000.00,BOUDIÉ,Florent,Gironde,SRC,175-01,PA606507
"Club ASN Judo","Mairie - 33420 Naujan-et-Postiac",sports,1000.00,BOUDIÉ,Florent,Gironde,SRC,219-01,PA606507
"Association du patrimoine des églises de Puisseguin","Mairie - 33570 Saint-Germain-la-Rivière",culture,1500.00,BOUDIÉ,Florent,Gironde,SRC,175-01,PA606507
"Association des Amis de l'orchestre de chambre de la Gironde","Mairie - 33890 Gensac",culture,1500.00,BOUDIÉ,Florent,Gironde,SRC,224-02,PA606507
"Atelier 104 - Ecole de musique et de danse en Pays Foyen","Mairie - Hôtel de ville - 33220 Sainte-Foy-la-Grande",culture,2000.00,BOUDIÉ,Florent,Gironde,SRC,224-02,PA606507
"Cœur de Bastide Sainte-Foy-la-Grande","Service des associations - Hôtel de ville - 1 place Gambetta - 33220 Sainte-Foy-la-Grande","vie associative locale",2000.00,BOUDIÉ,Florent,Gironde,SRC,163-01,PA606507
"Société des membres de la Légion d'honneur","Siège social national : SMLH - Hôtel des Invalides - 75700 Paris                                                           Comité du Pays Foyen : Le Bois doré - 33220 Les-Lèves-et-Thoumeyragues",culture,8000.00,BOUDIÉ,Florent,Gironde,SRC,169-03,PA606507
"Mairie de Coubeyrac",,"Travaux d'intérêt local",2000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie d'Espiet",,"Travaux d'intérêt local",2000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Saint-Aignan",,"Travaux d'intérêt local",2000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Sainte-Florence",,"Travaux d'intérêt local",2000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Sainte-Terre",,"Travaux d'intérêt local",2000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Puynormand",,"Travaux d'intérêt local",3000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Baron",,"Travaux d'intérêt local",4000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Pujols-sur-Dordogne",,"Travaux d'intérêt local",4000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Cadillac-en-Fronsadais",,"Travaux d'intérêt local",5000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Camiac-et-Saint-Denis",,"Travaux d'intérêt local",5000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Castillon-la-Bataille",,"Travaux d'intérêt local",6000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Pessac-sur-Dordogne",,"Travaux d'intérêt local",6000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Riocaud",,"Travaux d'intérêt local",6000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Belvès-de-Castillon",,"Travaux d'intérêt local",7000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Gensac",,"Travaux d'intérêt local",8000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Saint-Sulpice-de-Faleyrens",,"Travaux d'intérêt local",8000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Mairie de Sainte-Foy-la-Grande",,"Travaux d'intérêt local",9000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Culture et Loisirs","10 place Jacques Tati - 44600 St-Nazaire",culture,15000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,224-02,PA332843
"Centre de Culture Populaire","16 rue Jacques Jollinier - 44600 St-Nazaire",culture,10000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,224-02,PA332843
"Mas o Menos","19 rue du Maine - 44600 St-Nazaire",culture,2000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,224-02,PA332843
"Léo Lagrange Ouest","23 rue de l'étoile du matin – 44615 St-Nazaire cedex","éducation populaire",20000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,163-02,PA332843
L'Astrolabe,"29 rue Henri Barbusse - 44600 St-Nazaire",culture,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,224-02,PA332843
"Comité de coopération amitié St-Nazaire Kribi","3 chemin des Mazères – 44500 La Baule",humanitaire,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,209-02,PA332843
"Crésus Pays de la Loire","3 rue Eugène Thomas – 44300 Nantes",solidarité,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,177-14,PA332843
"Amicale laïque de Savenay","33 route du lac – 44260 Savenay",culture,6000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,224-02,PA332843
Cpourladanse,"382 rue de Saint-Roch – 42370 Renaison",sport,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,219-01,PA332843
"GEM Les 4 As","42 avenue Albert de Mun – 44600 St-Nazaire",santé,7000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,204-14,PA332843
"Banque alimentaire de Loire-Atlantique","5 rue René Fonck – 44860 St Aignan de Grandlieu",humanitaire,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,304-14,PA332843
"Sport Karaté Club de Donges","60 rue du stade – 44480 Donges",sport,2500.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,219-01,PA332843
"Karaté Club Donges","60 rue du stade – 44480 Donges",sport,2500.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,219-01,PA332843
"Ecole des parents et des Educateurs de Loire-Atlantique","8 allée Baco – 44000 Nantes",éducation,5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,214-01,PA332843
"Les Pieds dans l'herbe","Le Haut Trégonneau – 44550 Montoir de Bretagne",environnement,2500.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,113-07,PA332843
"Commune de Trignac","Hôtel de ville – 11 place de la mairie – 44570 TRIGNAC","jardins partagés",5000.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,122-01,PA332843
"Commune de Lavau sur Loire","Mairie – Le Bourg – 44260 LAVAU SUR LOIRE","salle polyvalente",15077.00,BOUILLÉ,Marie-Odile,Loire-Atlantique,SRC,122-01,PA332843
"Association Culturelle ""Viking Production""","M. Antoine CAMUSET
Président
4 Ferme Soran
76170  AUBERVILLE-LA-CAMPAGNE","Culturel - Organisation d'un podium itinérants d'animations",2500.00,BOUILLON,Christophe,Seine-Maritime,SRC,224-02,PA267233
"F.N.A.T.H Association des Accidentés de la  Vie
Section de Lillebonne - Notre Dame de Gravenchon","M. Benoit  BEAUDOIN
Président
15 rue du Lin
Résidence du Madras
Filature II / Logement 17
76170  LILLEBONNE","Vie Associative locale - Achat d'un drapeau avec logo de l'associaiton",1700.00,BOUILLON,Christophe,Seine-Maritime,SRC,157-04,PA267233
"Union Sportive Sainte-Austreberthe Pavilly Barentin (U.S.S.A.P.B)","M. Jackie TIPHAIGNE
Président Délégué
760 route de Fresquiennes
76360 PISSSY-PÔVILLE","Sport - Organisation de la 20ème édition d'une course cycliste",10000.00,BOUILLON,Christophe,Seine-Maritime,SRC,219-01,PA267233
"Club de Football des Boucles de la Seine (F.B.S)","M. Jean-François LAMBERT
Président
365 chemin des Sources
76490 MAULEVRIER-SAINTE-GERTRUDE","Sport - Organisation d'un tournoi de football dans le Pas-de-Calais",2300.00,BOUILLON,Christophe,Seine-Maritime,SRC,219-01,PA267233
"Amicale des Sapeurs Pompiers du Trait - Section Musique","M. Jean-Louis  LAMY
Président
9 impasse La Froge
76940 VATTEVILLE-LA-RUE","Culturel - Achat d'équipement des musiciens",4000.00,BOUILLON,Christophe,Seine-Maritime,SRC,224-02,PA267233
"Entente Cycliste des Boucles de la Seine (E.C.B.S)","M. Patrice DESFORGES
Président
75 rue Paul Claudel
Imm Les Glycines
76480 DUCLAIR","Sport - Achat de tenues de Sport et fonctionnement",2000.00,BOUILLON,Christophe,Seine-Maritime,SRC,219-01,PA267233
"Association ""Chez les P'tits Loups""","Mme Claire CANARD
Présidente
22 rue Jules Ferry
76480 DUCLAIR","Achat d'une structure de jeux psychomoteurs pour une crêche associative",5000.00,BOUILLON,Christophe,Seine-Maritime,SRC,106-01,PA267233
"L'Anerie de Beaulieu","Mme Joëlle LEFRANCOIS
Présidente
551 Hameau de Beaulieu
76480  BARDOUVILLE","Aide au fonctionnement d'une association qui organise des randonnées thématiques et pédagogiques avec des Anes",1000.00,BOUILLON,Christophe,Seine-Maritime,SRC,113-07,PA267233
"Commune de La-Trinité-du-Mont","Code Postal 76170","Equipement numérique de l'école",5000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de La Frénaye","Code Postal 76170","Améénagement d'un espace multi-acceuil au sein de la structure ""Marcel Cocagne""",12000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de Carville-la-Folletière","Code Postal 76190","Affacement des réseaux et d'éclairage public",20000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de Saint-Pierre-de-Varengeville","Code Postal 76480","Amélioration du système de chauffage du futur cabinet dentaire communal",3000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de Bardouville","Code Postal 76480","Réhabilitation thermique de la salle des fêtes",10000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de Epinay-sur-Duclair","Code Postal 76480","Installation d'une réserve incendie",10000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune du Mesnil-Sous-Jumièges","Code Postal 76480","Enfouissement des réseaux et d'éclairage public",20000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de Louvetot","Code Postal 76490","Aménagement de latraversé du Bourg",20000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune d'Hénouville","Code Postal 76840","Acquisition de matériel pour la salle polyvalente",1469.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Alliance Société des Archers","65, rue du canon, 62890 Recques sur Hem","Achat matériel, lots (vie associative)",5000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,163-01,PA608083
"Protection Civile","Rue de la Gare, 62240 DESVRES","Achat de Vêtements (vie associative)",1800.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,163-01,PA608083
"Un enfant dans le ciel","Rue Haute, 62850 ALEMBON","Equipement matériel informatique (vie associative)",4000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,163-01,PA608083
"Olympique Lumbrois","Stade Jean Lebas, 22 Rue Pasteur, 62380 Lumbres","Achat matériel (Vie Associative)",2700.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,163-01,PA608083
Réty,"11, Rue Jules FERRY BP13, 62720 RETY","Equipement TIM'SCOOP (Jeunesse)",3000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Lumbres,"2 Place Jean Jaures, 62380 LUMBRES","Mobilier pour 4 classes d'école",9150.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Bazinghen,"20 Impasse de la mairie, 62250 Bazinghen","Réfection voirie (Travaux)",9000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"Pihen les Guines","29 Impasse de la Mairie, 62340 Pihen les Guines","Rénovation Mairie",5000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Marest,"4, Rue de la Mairie, 62550 Marest","Aménagement Plateau+ Radar (Sécurité)",5000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"Saint Martin Choquel","5, Rue de l'Eglise, 62240 Saint Martin Choquel","Atelier Municipal (Travaux)",15000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Pressy,"52 Rue Payelle, 62550 PRESSY","Réfection façade Eglise",15000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Nordausques,"99, Rue de la Mairie, 62890 Nordausques","Création d'un School City Stade (sports)",15000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"Bayenghem les Eperlecques","Impasse des Ecoles,62910 Bayenghem les Eperlecques","Rénovation Eclairage Public (sécurité)",15000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Wirwignes,"La Place, 62240 Wirwignes","Extension Mairie (Travaux)",20000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
Louches,"Place de l'Eglise, 62910 LOUCHES","Restauration Clocher Eglise (Patrimoine)",5000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"MJC de Sainte-Geneviève-des-Bois","15 rue d'Alembert  91700 Sainte-Geneviève-des-Bois",Culture,5000.00,BOUTIH,Malek,Essonne,SRC,163-02,PA610045
"Solidarités Nouvelles pour le Logement","24, rue de l'Alun  91630 Marolles en Hurepoix","Logement et violences faites aux femmes",2500.00,BOUTIH,Malek,Essonne,SRC,137-12,PA610045
"Centre de Formation de l'Essonne","CFE - 23 rue des Ateliers - 91350 Grigny","Cours d'alphabétisation",10000.00,BOUTIH,Malek,Essonne,SRC,177-11,PA610045
"Grigny Avenir","2B rue Saint-Exupéry  91350 Grigny","Insertion pour l'emploi",30000.00,BOUTIH,Malek,Essonne,SRC,102-02,PA610045
"Saint-Michel Sports","SAINT MICHEL SPORTS - Section HandBall  Gymnase des Mares Yvon  - 91240 Saint-Michel-sur-Orge","Sport féminin",10000.00,BOUTIH,Malek,Essonne,SRC,219-01,PA610045
"SGS Football","SGS FOOTBALL - 1 rue du jardin public - 91700 Sainte-Geneviève-des-Bois",Sport,5000.00,BOUTIH,Malek,Essonne,SRC,219-01,PA610045
"SGS Rugby","SGS RUGBY - 1 rue du jardin public    91700 Sainte-Geneviève-des-Bois",Sport,10000.00,BOUTIH,Malek,Essonne,SRC,219-01,PA610045
"Parents solidaires","Chez Linda LASKR
4, rue du CNR - 91700 Fleury-Merogis","Aide à la parentalité",2000.00,BOUTIH,Malek,Essonne,SRC,106-01,PA610045
"L'épicerie sociale","ESCALE - 11 rue d'Alembert -  91700 Sainte-Geneviève-des-Bois","Santé et nutrition",5000.00,BOUTIH,Malek,Essonne,SRC,304-12,PA610045
Perou,"PEROU 81 rue Vieille du Temple 75003 Paris","Insertion pour l'emploi",5000.00,BOUTIH,Malek,Essonne,SRC,102-02,PA610045
"Commune de Fleury-Mérogis","12, rue Roger-Clavier BP 107  91706 Fleury-Mérogis Cedex","Réhabilitation d'un local en vue de l'aménagement d'un espace emploi",23000.00,BOUTIH,Malek,Essonne,SRC,122-01,PA610045
"Commune de Sainte-Geneviève-des-Bois","Place Roger Perriaud  91700 Sainte-Geneviève-des-Bois","Panneaux d'information des parents d'élèves et des écoles primaires",12500.00,BOUTIH,Malek,Essonne,SRC,122-01,PA610045
"Commune de Morsang-sur-Orge","Square Alexandre-Christophe BP 4   91390 Morsang-sur-Orge","Agrandissement du Skate-Park",10000.00,BOUTIH,Malek,Essonne,SRC,122-01,PA610045
"ASSOCIATION DES FETES ROBURIENNES (AFR)","Madame la Présidente Marie-Jo DURIEUX - Siège social Mairie de Rouvres en Plaine - 21110 ROUVRES EN PLAINE","Soutien de fonctionnement  - Culture",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,163-01,PA605830
"MOTS ET PLUME","Monsieur le Président Alain HARTELAUB - 12, Allée des Gentianes - 21600  LONGVIC","Soutien de fonctionnnement - Culture",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,224-02,PA605830
"CENTRE BOUDDHISTE TIBETAIN","Monsieur le Président Alain LANTERNE - 26, Rue de la orêt - 21110  LONGCHAMP","Soutien de fonctionnement - Etude et culture",1200.00,BOUZIANE,Kheira,Côte-d'Or,SRC,224-02,PA605830
ADIAMOS,"Monsieur le Président Bernard GOYARD - 10, Rue Ernest RONAN - 21300  CHENOVE","Soutiend e fonctionnement - Sauvegarder la mémoire du monde du travail et des mouvements sociaux en Bourgogne - Culture",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,175-01,PA605830
"URCI B Union régionale des chantiers d'insertion","Monsieur le Président Bernard QUARETTA - 6, Rue André BOURLAND - 21000  DIJON","Soutien de fonctionnement - Insertion",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,102-02,PA605830
"ECO MAGNY","Monsieur le Président Christian VEILLE - 1, Rue de l'Abreuvoir - 21110 MAGNY SUR TILLE","Soutien de fonctionnement - Entretien de l'arboretum de Magny sur Tille",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,113-07,PA605830
"CONFRERIE DES GOURMETS DE MARSSANNAY LA COTE","Monsieur le Président Gérard LABORIER - 38 Bis, rue de TIVOLI - 21000  DIJON","Soutien de fonctionnement - Gastronomie Culture",1000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,175-01,PA605830
"LE CRI","Monsieur le Président Guy ROCH - 72, Rue Berbisey - 21000 DIJON","Soutien de fonctionnement - Action de prévention des violences sexuelles sur les enfants et les adolescents",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,106-03,PA605830
"LA ROBURIENNE","Monsieur le Président Guy SALOMON - 3, Rue du Château - 21110  ROUVRES EN PLAINE","Soutien de fonctionnement - Défense du patrimoine du village",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,175-01,PA605830
"NOUVEL ELAN POUR CHEVIGNY","Monsieur le Président Jean-Claude BEAUX - 24, Rue Stéphane LIEGEARD - 21800 CHEVIGNY SAINT SAUVEUR","Soutien de fonctionnement - Assurer la défense des valeurs de liberté, d'égalité, de fraternité, de solidarité, de laïcité - Développer le sens civique",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,163-01,PA605830
"Foyer coopératif du Collège Le Chapitre de Chenôve","Monsieur le Principal MASSON - Collège Le Chapitre de Chenôve - 1, Bd Mal de Lattre de Tassigny -21300 CHENOVE","Soutien de fonctionnement - GLL",2000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,230-06,PA605830
"COLLONGES LES PREMIERES","Monsieur le Maire - 1, Rue Beire le Fort - 21110 COOLONGES LES PREMIERES","Création d'une bibliothèque et d'une salle multi médias, aménagement en mobilier",10000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
CHENOVE,"Monsieur le Maire - 2, Place Pierre MEUNIER - 21300 CHENOVE","Projet de création de la maison universitaire de santé et de soins primaires",22000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
MARLIENS,"Monsieur le Maire - 2, Rue de l'Eglise - 21110  MARLIENS","Rénovation chauffage de la salle des fêtes",1800.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"TART L'ABBAYE","Monsieur le Maire - 7, Rue des Bernadines - 21110 TART L'ABBAYE","Travaux sur aqueduc - Problèmes d'inondation",6000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"LABERGEMENT FOIGNEY","Monsieur le Maire - 8, Rue de l'Eglise - 21110 LABERGEMENT FOIGNEY","Opération Cœur de village : extension et mise en conformité de mairie + accès personnes handicapés",15000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"CESSEY SUR TILLE","Monsieur le Maire - 9, Place de la Louve - 21110 CESSEY SUR TILLE","Réfection de la cure (bâtiment communal accolé à la salle polyvalente",14000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"TART LE BAS","Monsieur le Maire - Le Bourg - 21110 TART LE BAS","Rénovation du secrétariat de la mairie pour l'accueil du public",6000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
OUGES,"Monsieur le Maire - Place du 8 mai 1945 - 21600  OUGES","Création d'un carrefour à feux tricolores : intersection RD 968 et 108",10000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"BRESSEY SUR TILLE","Monsieur le Maire - Rue de Dijon - 21560  BRESSEY SUR TILLE","Construction d'une école élémentaire",15000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"REMILLY SUR TILLE","Monsieur le Maire - Rue de l'Eglise - 21110 REMILLY SUR TILLE","Aménagement de la cuisine scolaire",10000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"Association K2N","1 allée Agrippine 77186 Noisiel",sports,2500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"MLV BASKET CLUB MAUBUEE","1 place Beethoven 77185 LOGNES",sports,4000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"ACC PETANQUE","10 rue des œillets 77500 CHELLES",sports,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"SECOURS POPULAIRE","1000 rue du Marechal Juin 77019 MELUN","Entraide et solidarite",2000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,177-14,PA609314
"Amicale Pont du Forest D Friscourt","110 avenue Foch 77500 CHELLES","association de quartier",1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,163-01,PA609314
"Dessinez moi l'Afrique   AM BARBOSA","12 rue des Pinsons 77360 VAIRES SUR MARNE",humanitaire,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,209-02,PA609314
"Restos du Cœur","2 rue gerard Philippe TORCY","Entraide et solidarite",2000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,304-14,PA609314
FNATH,"20 rue Ferolles 77330 OZOIR LA FERRIERE",Handicap,1500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,157-04,PA609314
"Saltimbanques de Vaires","25 avenue du Château 77360 Vaires sur Marne",culture,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,224-02,PA609314
LICRA,"42 rue du Louvre 75001 PARIS","Entraide et solidarite",1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,177-14,PA609314
"AS BREUILLOISE","48 allée des bocages 77177 BROU SUR CHANTEREINE",sports,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"Union Musicale de Chelles","5 rue Marengo 77500 Chelles",culture,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,224-02,PA609314
"BORONU France BENIN","8 square du renard 77286 NOISIEL",humanitaire,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,209-02,PA609314
"AS Lycee Gerard de Nerval","89 cours des Roches 77186 NOISIEL",Sports,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"Chiens Guides d'Aveugles","93 avenue Saint Just 77000 VAUX LE PENIL",Handicap,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,157-04,PA609314
"Usvec Football","bp 27 77360 Vaires sur Marne",sports,1500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"Club Amities seniors","HDV de Noisiel place Emile Fouchard 77186 LOGNES",Seniors,2000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,157-05,PA609314
"Amitié Chelles Ziniaire","HDV Parc du Souvenir 77500 CHELLES",humanitaire,1000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,209-02,PA609314
"Comite jumelage Chelles Lindau","HDV Parc du Souvenir 77500 CHELLES","echanges culturels",1500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,224-02,PA609314
Avimej,"Palais de justice 44 avenue Salvador Allende 77109 MEAUX","Entraide et solidarite",2000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,101-03,PA609314
"Tennis Club Noisiel","Square du Verger 77186 NOISIEL",Sports,1500.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,219-01,PA609314
"Commune de Vaires sur marne","26 boulevard de Lorraine 77360 VAIRES SUR MARNE","Mise en valeur du Bois de Vaires",22000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
